rank,term,score,score_raw,in_gold
1,desarrollo,0.342679,18.0039,true
2,sostenible,0.330338,17.355483,true
3,turismo,0.264898,13.917372,true
4,comunidad,0.212441,11.161361,true
5,amazonía,0.200898,10.554895,false
6,infraestructura,0.177734,9.337898,true
7,económico,0.156317,8.212689,false
8,local,0.138742,7.289299,false
9,social,0.117953,6.197072,false
10,peruano,0.117111,6.152875,false
11,perú,0.113299,5.952573,false
12,política,0.102601,5.390504,false
13,investigación,0.099212,5.212454,false
14,biodiversidad,0.095436,5.014054,false
15,artículo,0.089432,4.698612,false
16,sustainable,0.086516,4.545419,false
17,turístico,0.08627,4.532531,false
18,nativo,0.083349,4.379044,true
19,falta,0.082571,4.338143,false
20,visión,0.081158,4.263944,false
21,revista,0.078901,4.145329,false
22,recurso,0.077017,4.046371,false
23,región,0.074469,3.912521,false
24,análisis,0.074093,3.892746,false
25,servicio,0.07129,3.745469,false
26,entrevista,0.070286,3.69275,false
27,original,0.06878,3.613581,false
28,enfoque,0.068709,3.609877,false
29,internacional,0.068681,3.608419,false
30,asegurar,0.068516,3.599743,false
31,aeroportuario,0.066115,3.473587,false
32,mejora,0.065487,3.440587,false
33,prohominum,0.064907,3.410102,false
34,ambiental,0.063935,3.35906,false
35,inversión,0.06291,3.305221,false
36,promover,0.06282,3.30049,false
37,calidad,0.061881,3.251159,false
38,conservación,0.061435,3.227725,false
39,fundamental,0.060945,3.201949,false
40,incluir,0.059798,3.14172,false
41,facilitar,0.059328,3.116992,false
42,esencial,0.059096,3.104816,false
43,estudio,0.057606,3.026531,false
44,básico,0.056936,2.991315,false
45,forestal,0.056733,2.98066,false
46,tourism,0.054987,2.888962,false
47,protección,0.054442,2.860331,false
48,development,0.054061,2.840288,false
49,volumen,0.053053,2.787336,false
50,ciencias,0.052621,2.764651,false
