rank,term,score,score_raw,in_gold
1,sostenible,0.318816,177.014332,true
2,amazonía,0.31794,176.52806,false
3,desarrollo,0.31731,176.178167,true
4,turismo,0.265962,147.668457,true
5,infraestructura,0.171961,95.476664,true
6,comunidad,0.151904,84.34068,true
7,peruano,0.124421,69.081456,false
8,artículo,0.123473,68.554965,false
9,nativo,0.117366,65.164627,true
10,biodiversidad,0.111125,61.699468,false
11,económico,0.105374,58.506399,false
12,humanas,0.103559,57.4982,false
13,original,0.103559,57.4982,false
14,prohominum,0.103559,57.4982,false
15,turístico,0.098778,54.843972,false
16,aeroportuario,0.096655,53.664987,false
17,asegurar,0.096655,53.664987,false
18,revista,0.094565,52.504607,false
19,sociales,0.092604,51.416224,false
20,local,0.091778,50.957186,false
21,visión,0.089311,49.587684,false
22,política,0.088654,49.222819,false
23,social,0.088171,48.954701,false
24,ciencias,0.084832,47.100992,false
25,volumen,0.084832,47.100992,false
26,perú,0.083899,46.582719,false
27,mejora,0.079177,43.960926,false
28,geopolítico,0.075943,42.165347,false
29,falta,0.07492,41.597623,false
30,fundamental,0.074084,41.132979,false
31,perpetuar,0.069039,38.332133,false
32,salud,0.069039,38.332133,false
33,inversión,0.068297,37.919994,false
34,esencial,0.067866,37.680794,false
35,recurso,0.062924,34.937039,false
36,facilitar,0.06221,34.540728,false
37,protección,0.06221,34.540728,false
38,diagrama,0.061736,34.277482,false
39,socioeconómico,0.061736,34.277482,false
40,conservación,0.060419,33.545855,false
41,entrevista,0.059103,32.815213,false
42,forestal,0.055563,30.849734,false
43,claro,0.055231,30.665707,false
44,cooperación,0.055231,30.665707,false
45,cualitativo,0.055231,30.665707,false
46,incluir,0.054177,30.080612,false
47,ambiental,0.052885,29.363028,false
48,internacional,0.052885,29.363028,false
49,sustainable,0.052536,29.169226,false
50,investigación,0.052399,29.092965,false
