rank,term,score,score_raw,in_gold
1,ecolodge,0.537079,1153.797217,true
2,vernácular,0.354218,760.960108,true
3,arquitectura,0.23921,513.889726,false
4,vivencial,0.224906,483.161612,false
5,diseño,0.19531,419.581419,false
6,tabla,0.186158,399.920189,false
7,proyecto,0.182721,392.537047,false
8,caso,0.137291,294.940796,false
9,chachapoyas,0.123202,264.672212,false
10,criterio,0.122454,263.06577,false
11,natural,0.12102,259.98485,false
12,aplicar,0.111695,239.952113,false
13,análisis,0.10516,225.913044,false
14,circulación,0.098015,210.564281,false
15,topografía,0.095046,204.184583,false
16,zona,0.093277,200.38571,false
17,constructivo,0.09233,198.350738,false
18,contexto,0.09226,198.200063,false
19,nota,0.092142,197.947268,false
20,arquitectónico,0.087179,187.285963,false
21,entorno,0.085603,183.900026,false
22,adobe,0.076007,163.283441,false
23,madera,0.074472,159.987923,false
24,terreno,0.073795,158.533468,false
25,sistema,0.071737,154.111161,false
26,emplazamiento,0.071373,153.328534,false
27,estructural,0.070619,151.708977,false
28,convencional,0.066064,141.924771,false
29,zonificación,0.065174,140.012285,false
30,usuario,0.065051,139.748157,false
31,material,0.064017,137.527283,true
32,elaboración,0.06346,136.329104,false
33,principal,0.060402,129.761473,false
34,peatonal,0.059743,128.344595,false
35,utilizar,0.055789,119.850582,false
36,funcional,0.052954,113.759982,false
37,inmediato,0.052041,111.798525,false
38,eje,0.048464,104.114148,false
39,geometría,0.048177,103.49676,false
40,brecha,0.048047,103.218015,false
41,estructura,0.047595,102.246828,false
42,aprovechar,0.045655,98.079136,false
43,espacial,0.045546,97.846119,false
44,iluminación,0.044608,95.830334,false
45,criterios,0.044552,95.711037,false
46,base,0.044238,95.036479,false
47,vernáculo,0.043081,92.549202,false
48,conexión,0.042603,91.524006,false
49,espacio,0.03956,84.986505,false
50,tradicional,0.038846,83.451979,true
