rank,term,score,score_raw,in_gold
1,colcamar,0.477104,139.464654,false
2,preocupado,0.354059,103.49676,false
3,afectado,0.259496,75.854488,false
4,turismo,0.249731,73.0,true
5,distrito,0.215552,63.009136,false
6,ñeque,0.164167,47.988475,false
7,percepción,0.15226,44.507722,true
8,issn,0.140325,41.019016,false
9,turístico,0.136839,40.0,false
10,desarrollo,0.123308,36.044854,true
11,sostenible,0.123173,36.005221,true
12,rural,0.112806,32.974864,false
13,indiferente,0.11226,32.815213,false
14,impacto,0.107776,31.504568,true
15,volumen,0.100649,29.421168,false
16,conservación,0.09979,29.170072,true
17,local,0.098647,28.835883,false
18,investigación,0.095787,28.0,false
19,recurso,0.09238,27.003915,false
20,cols,0.091793,26.832493,false
21,administrativas,0.083994,24.552805,false
22,población,0.083452,24.394366,false
23,sociales,0.078353,22.903843,false
24,ambiental,0.073758,21.560488,true
25,percepção,0.065567,19.166067,false
26,sustentável,0.065567,19.166067,false
27,revista,0.065436,19.127773,false
28,collazos,0.058596,17.128433,false
29,ciencias,0.057192,16.718184,false
30,contaminación,0.055775,16.303952,false
31,tourism,0.055512,16.226906,false
32,tabla,0.054725,15.996808,false
33,huaylla,0.05371,15.700331,false
34,absoluta,0.052453,15.332853,false
35,indiscriminado,0.052453,15.332853,false
36,saxena,0.052453,15.332853,false
37,destacar,0.049022,14.329872,false
38,categoría,0.048705,14.237294,false
39,servicio,0.048581,14.200853,false
40,beneficie,0.046905,13.710993,false
41,carrozable,0.046905,13.710993,false
42,link,0.046905,13.710993,false
43,comunidad,0.044844,13.10848,false
44,mincetur,0.044192,12.917863,false
45,sholón,0.042968,12.560265,false
46,actividad,0.042277,12.358236,false
47,estudio,0.042277,12.358236,false
48,belén,0.041854,12.234595,false
49,perception,0.041854,12.234595,false
50,económico,0.041107,12.016107,false
