rank,term,score,score_raw,in_gold
1,turismo,0.418729,21.84649,true
2,distrito,0.299401,15.620764,false
3,colcamar,0.293153,15.294781,false
4,turístico,0.227913,11.89099,false
5,desarrollo,0.181912,9.49099,true
6,percepción,0.172664,9.008463,true
7,sostenible,0.167814,8.755432,true
8,local,0.165544,8.636988,false
9,impacto,0.148894,7.768328,true
10,rural,0.143984,7.512127,false
11,recurso,0.139608,7.28382,false
12,investigación,0.134855,7.035867,false
13,población,0.13093,6.831056,false
14,conservación,0.128622,6.710666,true
15,tourism,0.107266,5.596422,false
16,afectado,0.104068,5.429605,false
17,ambiental,0.091513,4.774542,true
18,preocupado,0.090384,4.71566,false
19,servicio,0.082728,4.316225,false
20,revista,0.079089,4.126335,false
21,estudio,0.076247,3.978067,false
22,tabla,0.074763,3.900656,false
23,comunidad,0.073893,3.855252,false
24,destacar,0.072832,3.799898,false
25,económico,0.069536,3.627945,false
26,región,0.066711,3.480529,false
27,issn,0.066313,3.459755,false
28,ñeque,0.065248,3.404212,false
29,actividad,0.064959,3.389112,false
30,resultado,0.062881,3.280741,false
31,amazonas,0.060041,3.132552,false
32,regional,0.059144,3.085768,false
33,volumen,0.058383,3.046014,false
34,relación,0.058375,3.045632,false
35,mincetur,0.057897,3.020703,false
36,nivel,0.056641,2.955159,false
37,nacional,0.056132,2.928575,false
38,cultural,0.056112,2.92756,false
39,indiferente,0.055073,2.873352,false
40,provincia,0.054303,2.833185,false
41,mostrar,0.053315,2.781633,false
42,ciencias,0.052564,2.742432,false
43,administrativas,0.051028,2.662308,false
44,sociales,0.050242,2.62128,false
45,persona,0.048117,2.510424,false
46,categoría,0.048021,2.505437,false
47,aspecto,0.047839,2.495906,false
48,ambiente,0.04773,2.49023,false
49,considerar,0.046197,2.410229,false
50,caso,0.045921,2.39586,false
