rank,term,score,score_raw,in_gold
1,turístico,0.483839,46.098329,false
2,turismo,0.277216,26.412112,true
3,servicio,0.172273,16.413539,false
4,pilar,0.166633,15.876138,true
5,público,0.147156,14.020445,true
6,gestión,0.143108,13.634826,false
7,sector,0.132314,12.606388,false
8,ambiental,0.126647,12.066425,false
9,desarrollo,0.125685,11.974828,false
10,seguridad,0.124285,11.841428,false
11,calidad,0.117237,11.169928,false
12,visitante,0.114758,10.933753,false
13,destino,0.110694,10.546502,false
14,permitir,0.109928,10.473506,false
15,turista,0.09857,9.391388,false
16,oferta,0.098265,9.362314,false
17,territorio,0.097717,9.310128,false
18,importancia,0.093713,8.928578,false
19,actividad,0.08762,8.348078,false
20,local,0.086919,8.281325,false
21,demanda,0.083575,7.962691,false
22,fortalecer,0.083189,7.925938,false
23,experiencia,0.079929,7.615381,false
24,levanto,0.079099,7.536264,false
25,social,0.074829,7.129423,false
26,recurso,0.073254,6.979367,false
27,privado,0.073194,6.973619,false
28,consistencia,0.071717,6.832882,false
29,tourism,0.07167,6.828413,false
30,resultado,0.070286,6.69659,false
31,distrito,0.069932,6.662829,false
32,investigación,0.064722,6.166452,false
33,objetivo,0.063705,6.06955,false
34,criterio,0.063128,6.014632,false
35,componente,0.062273,5.933158,false
36,actor,0.061659,5.874661,false
37,estratégico,0.061639,5.872726,false
38,sociedad,0.058965,5.617985,false
39,sostenible,0.058201,5.545165,false
40,planificación,0.057526,5.480889,false
41,acción,0.05735,5.464079,false
42,capacidad,0.057028,5.433426,false
43,transversal,0.056853,5.4167,false
44,específico,0.055754,5.312031,false
45,civil,0.054299,5.173376,false
46,cultural,0.053914,5.13676,false
47,fundamental,0.053623,5.108966,false
48,institucionalidad,0.053471,5.094509,false
49,valor,0.052789,5.029534,false
50,natural,0.052591,5.010675,false
