rank,term,score,score_raw,in_gold
1,turístico,0.36099,250.0,false
2,pilar,0.286187,198.195825,true
3,turismo,0.203598,141.0,true
4,seguridad,0.162785,112.73524,false
5,institucionalidad,0.153435,106.260195,false
6,servicio,0.134074,92.851732,false
7,gestión,0.130544,90.407046,false
8,facilitación,0.128688,89.121454,false
9,público,0.126187,87.389866,true
10,levanto,0.125231,86.727242,false
11,ambiental,0.12453,86.241951,false
12,sector,0.113569,78.650879,false
13,importancia,0.112104,77.636257,false
14,territorio,0.106443,73.715914,false
15,consistencia,0.10612,73.492339,false
16,pilares,0.105165,72.831054,false
17,calidad,0.103766,71.862011,false
18,destino,0.100723,69.754519,false
19,desarrollo,0.099633,69.000149,false
20,oferta,0.097345,67.415335,false
21,criterio,0.09623,66.643328,false
22,civil,0.095398,66.066813,false
23,restaurador,0.094095,65.164627,false
24,visitante,0.088703,61.430429,false
25,fortalecer,0.088368,61.198118,false
26,permitir,0.085764,59.394979,false
27,privado,0.085589,59.273523,false
28,demanda,0.083717,57.977188,false
29,actor,0.081036,56.120698,false
30,ratio,0.080026,55.42153,false
31,transversal,0.075594,52.351641,false
32,componente,0.07538,52.203411,false
33,conservador,0.071603,49.587684,false
34,turista,0.07098,49.156799,false
35,experiencia,0.070697,48.960397,false
36,articulación,0.070643,48.923059,false
37,panel,0.070627,48.911855,false
38,sociedad,0.066331,45.936981,false
39,actividad,0.065431,45.31353,false
40,priorización,0.064344,44.560727,false
41,local,0.063944,44.283677,false
42,academia,0.063178,43.753617,false
43,territorial,0.063014,43.639448,false
44,estratégico,0.062189,43.068328,false
45,especialista,0.06101,42.251733,false
46,mdl,0.060885,42.165347,false
47,distrito,0.060114,41.631036,false
48,recurso,0.060114,41.631036,false
49,planificación,0.058407,40.449201,false
50,comparación,0.056231,38.942385,false
