rank,term,score,score_raw,in_gold
1,turístico,0.577967,48.682221,true
2,recurso,0.389816,32.834293,true
3,conservación,0.242641,20.43768,true
4,sholón,0.237444,19.999938,false
5,cultura,0.230803,19.440545,true
6,nivel,0.164754,13.87724,false
7,colcamar,0.130518,10.993534,false
8,turismo,0.115419,9.721735,false
9,cultural,0.099325,8.366163,false
10,distrito,0.09432,7.944607,false
11,poblador,0.092436,7.785897,false
12,investigación,0.087449,7.365824,false
13,valor,0.079411,6.688835,false
14,patrimonio,0.076593,6.451433,false
15,variable,0.075103,6.325899,false
16,actividad,0.073899,6.224536,false
17,resultado,0.072844,6.135665,false
18,comunidad,0.064136,5.402213,false
19,participación,0.062106,5.231159,false
20,correlación,0.059742,5.032105,false
21,local,0.059598,5.019959,false
22,tabla,0.058202,4.902396,false
23,dimensión,0.057143,4.81317,false
24,conocimiento,0.056427,4.752879,false
25,alto,0.055822,4.701879,false
26,asociación,0.054778,4.613992,false
27,estrategia,0.054125,4.558988,false
28,visitante,0.053566,4.511832,false
29,sitio,0.053072,4.470296,false
30,población,0.052349,4.409402,false
31,servicio,0.051732,4.357394,false
32,mejorar,0.05118,4.310921,false
33,tesis,0.05099,4.294861,false
34,arqueológico,0.050217,4.229815,false
35,encuestado,0.049011,4.12823,false
36,estudio,0.048232,4.062601,false
37,relación,0.048152,4.055845,false
38,comunitario,0.047339,3.987367,false
39,entrevista,0.045184,3.805884,false
40,organización,0.044888,3.780936,false
41,positivo,0.043425,3.657661,false
42,distrital,0.041218,3.471767,false
43,proteger,0.040484,3.409945,false
44,amazonas,0.039728,3.346269,false
45,fortalecimiento,0.039088,3.292361,false
46,tourism,0.038896,3.276238,false
47,figura,0.038676,3.257669,false
48,dato,0.038613,3.25237,false
49,fortalecer,0.03855,3.24709,false
50,acción,0.03847,3.240306,false
