rank,term,score,score_raw,in_gold
1,sholón,0.547549,332.847013,false
2,turístico,0.437583,266.0,true
3,recurso,0.322065,195.778387,true
4,colcamar,0.251919,153.137659,false
5,conservación,0.229499,139.509039,true
6,cultura,0.202112,122.860858,true
7,nivel,0.121734,74.0,false
8,poblador,0.099169,60.283359,false
9,correlación,0.077989,47.408121,false
10,distrito,0.07774,47.256852,false
11,turismo,0.075672,46.0,false
12,cultural,0.073677,44.787306,false
13,patrimonio,0.068641,41.725989,false
14,variable,0.061015,37.09007,false
15,valor,0.057578,35.000613,false
16,asociación,0.056067,34.082276,false
17,investigación,0.055932,34.0,false
18,entrevista,0.054816,33.321664,false
19,participación,0.052631,31.993615,false
20,actividad,0.052519,31.925442,false
21,resultado,0.050825,30.895589,false
22,tabla,0.050607,30.763091,false
23,fortalecimiento,0.050136,30.476649,false
24,distrital,0.049675,30.196851,false
25,encuestado,0.048754,29.636762,false
26,comunidad,0.048519,29.49408,false
27,comunitario,0.047223,28.706361,false
28,incendio,0.04649,28.260595,false
29,dimensión,0.0459,27.901808,false
30,olla,0.04511,27.421986,false
31,conocimiento,0.044423,27.003915,false
32,curativo,0.044141,26.832493,false
33,sitio,0.043813,26.633544,false
34,alto,0.043128,26.21696,false
35,arqueológico,0.043017,26.149694,false
36,estrategia,0.042572,25.878752,false
37,patrimonial,0.04245,25.804504,false
38,visitante,0.041948,25.499423,false
39,mejorar,0.041253,25.077276,false
40,local,0.04066,24.716471,false
41,capacitación,0.040369,24.539832,false
42,proteger,0.040287,24.490052,false
43,positivo,0.038461,23.37995,false
44,débil,0.036941,22.455993,false
45,institucional,0.036941,22.455993,false
46,población,0.03664,22.273117,false
47,fortalecer,0.036609,22.253861,false
48,municipalidad,0.036565,22.227571,false
49,preventivo,0.035988,21.876808,false
50,cuidar,0.035014,21.284653,false
