rank,term,score,score_raw,in_gold
1,venta,0.43553,205.716048,true
2,red,0.405247,191.412507,false
3,social,0.283445,133.880885,true
4,operador,0.271707,128.336617,false
5,turístico,0.201128,95.0,false
6,contribución,0.191793,90.590553,false
7,servicio,0.152639,72.096639,false
8,contenido,0.141093,66.643328,false
9,variable,0.125149,59.112299,false
10,chachapoyas,0.12428,58.701619,false
11,turismo,0.116443,55.0,true
12,plataforma,0.114708,54.18071,false
13,correlación,0.107539,50.794415,false
14,ciudad,0.096885,45.761964,false
15,malo,0.090125,42.569305,false
16,facebook,0.086458,40.836917,false
17,positivo,0.085971,40.607281,false
18,regular,0.082447,38.942385,false
19,instagram,0.081155,38.332133,false
20,digital,0.077973,36.829208,false
21,percepción,0.076561,36.162524,false
22,redes,0.074106,35.003071,true
23,cliente,0.073143,34.547896,false
24,investigación,0.071983,34.0,false
25,estrategia,0.069082,32.629731,false
26,frecuencia,0.06902,32.600438,false
27,marketing,0.060939,28.783502,false
28,tabla,0.059919,28.302044,false
29,cruzado,0.059832,28.260595,false
30,relación,0.058869,27.80603,false
31,utilizar,0.058383,27.57624,false
32,tamayo,0.058056,27.421986,false
33,tiktok,0.056808,26.832493,false
34,video,0.05558,26.252304,false
35,promoción,0.055363,26.149694,false
36,efectividad,0.054632,25.804504,false
37,año,0.054509,25.746324,false
38,likert,0.053984,25.498345,false
39,análisis,0.053892,25.454991,false
40,comercial,0.053769,25.397208,false
41,cuestionario,0.053586,25.310745,false
42,whatsapp,0.050799,23.994238,false
43,resultado,0.050148,23.686618,false
44,moderado,0.048269,22.799033,false
45,visual,0.047543,22.455993,false
46,spearman,0.04708,22.237754,false
47,objetivo,0.043607,20.597059,false
48,consumido,0.043542,20.566489,false
49,impactar,0.043229,20.418458,false
50,travel,0.04322,20.414539,false
