rank,term,score,score_raw,in_gold
1,venta,0.498332,493.373297,true
2,red,0.356495,352.947636,false
3,turístico,0.328909,325.636082,false
4,social,0.279482,276.700483,true
5,operador,0.263278,260.658507,false
6,contenido,0.173731,172.0017,false
7,chachapoyas,0.167936,166.264589,false
8,contribución,0.166186,164.531915,false
9,turismo,0.151915,150.403058,true
10,servicio,0.13609,134.735956,false
11,plataforma,0.11079,109.687944,false
12,variable,0.101037,100.03197,false
13,ciudad,0.096673,95.711037,false
14,positivo,0.077634,76.861486,false
15,digital,0.072706,71.982713,false
16,correlación,0.070576,69.874078,false
17,malo,0.069244,68.554965,false
18,percepción,0.067766,67.09171,false
19,investigación,0.062444,61.822551,false
20,regular,0.059947,59.350359,false
21,estrategia,0.059797,59.202162,false
22,promoción,0.058925,58.338452,false
23,marketing,0.058857,58.27172,false
24,frecuencia,0.057341,56.769908,false
25,cliente,0.055979,55.42153,false
26,facebook,0.054204,53.664987,false
27,comercial,0.051933,51.416224,false
28,likert,0.050333,49.831773,false
29,utilizar,0.049563,49.069883,false
30,redes,0.046461,45.99856,true
31,tabla,0.045566,45.112457,false
32,relación,0.044616,44.171697,false
33,empresa,0.044403,43.960926,false
34,año,0.041311,40.899719,false
35,moderado,0.041231,40.82086,false
36,análisis,0.039658,39.26373,false
37,efectividad,0.038717,38.332133,false
38,instagram,0.038717,38.332133,false
39,visual,0.038084,37.705231,false
40,cuestionario,0.035938,35.580407,false
41,resultado,0.035558,35.20445,false
42,efectivo,0.035355,35.003071,false
43,cruzado,0.034846,34.49892,false
44,interacción,0.034846,34.49892,false
45,puntaje,0.034846,34.49892,false
46,video,0.034846,34.49892,false
47,utilizado,0.034622,34.277482,false
48,diversidad,0.032409,32.086149,false
49,impactar,0.032003,31.684524,false
50,tiktok,0.032003,31.684524,false
