rank,term,score,score_raw,in_gold
1,social,0.386139,26.460198,true
2,red,0.355238,24.342706,false
3,venta,0.293181,20.090255,true
4,turístico,0.27566,18.889607,false
5,chachapoyas,0.204837,14.036451,false
6,operador,0.203509,13.945464,false
7,turismo,0.179511,12.301014,true
8,servicio,0.174875,11.983335,false
9,variable,0.14164,9.705926,false
10,contribución,0.122423,8.389022,false
11,investigación,0.120768,8.275666,false
12,contenido,0.118295,8.106196,false
13,ciudad,0.109314,7.490788,false
14,plataforma,0.099225,6.799435,false
15,positivo,0.094706,6.489712,false
16,utilizar,0.088749,6.081503,false
17,estrategia,0.088436,6.06011,false
18,correlación,0.085599,5.865672,false
19,relación,0.08142,5.579339,false
20,tesis,0.075537,5.176201,false
21,análisis,0.075387,5.165916,false
22,percepción,0.073626,5.045215,false
23,digital,0.071243,4.881903,false
24,regular,0.068733,4.709951,false
25,travel,0.068249,4.676741,false
26,resultado,0.066987,4.590283,false
27,cliente,0.066561,4.561073,false
28,universidad,0.062189,4.261495,false
29,frecuencia,0.061487,4.213373,false
30,objetivo,0.06138,4.206052,false
31,promoción,0.060577,4.151022,false
32,malo,0.059002,4.043107,false
33,año,0.05876,4.026562,false
34,marketing,0.056161,3.848408,false
35,tabla,0.055718,3.818067,false
36,población,0.053565,3.670582,false
37,cuestionario,0.053267,3.650154,false
38,nivel,0.052395,3.590363,false
39,dato,0.049343,3.381263,false
40,empresa,0.048963,3.355163,false
41,facebook,0.047375,3.246365,false
42,general,0.047167,3.232101,false
43,estudio,0.044624,3.05785,false
44,comercial,0.044609,3.056843,false
45,mendoza,0.044214,3.02978,false
46,encuesta,0.042756,2.929867,false
47,likert,0.042312,2.899414,false
48,información,0.042205,2.89208,false
49,tours,0.041934,2.873548,false
50,impacto,0.041147,2.819627,false
