rank,term,score,score_raw,in_gold
1,magdalena,0.508133,289.687074,false
2,turístico,0.336702,191.953901,true
3,distrito,0.249428,142.199255,false
4,shihual,0.238188,135.790816,false
5,recurso,0.192018,109.46939,true
6,desarrollo,0.145931,83.195245,false
7,macro,0.142913,81.474489,false
8,turismo,0.134308,76.56883,false
9,escuela,0.127033,72.421768,false
10,arqueológico,0.12447,70.960651,true
11,ciencia,0.111154,63.369047,false
12,postgrado,0.111154,63.369047,false
13,tecnología,0.108226,61.699468,false
14,chachapoyas,0.107447,61.255375,true
15,fig,0.094133,53.664987,false
16,cultura,0.093616,53.37061,true
17,ubicado,0.090188,51.416224,false
18,tella,0.087409,49.831773,false
19,unt,0.087409,49.831773,false
20,provincia,0.086,49.028557,false
21,amazonas,0.079736,45.457758,false
22,arquitectura,0.07215,41.132979,false
23,vivo,0.07215,41.132979,true
24,revista,0.071631,40.836917,false
25,sostenible,0.069453,39.595311,false
26,machupirca,0.067238,38.332133,false
27,cultural,0.067203,38.312375,false
28,corresponder,0.066138,37.705231,false
29,natural,0.064456,36.74617,false
30,tradicional,0.061398,35.003071,false
31,geográfico,0.060125,34.277482,false
32,poblador,0.055797,31.809947,false
33,circular,0.054113,30.849734,false
34,chachapoya,0.05379,30.665707,false
35,región,0.052968,30.196851,false
36,técnica,0.051165,29.169226,false
37,actividad,0.04922,28.060349,false
38,caverna,0.0481,27.421986,false
39,prehispánico,0.0481,27.421986,false
40,población,0.047519,27.090355,false
41,pongo,0.047066,26.832493,false
42,sitio,0.046049,26.252304,false
43,zona,0.04494,25.620495,false
44,generación,0.044063,25.120529,false
45,importante,0.04297,24.497446,false
46,identificar,0.042921,24.46919,false
47,ancestral,0.042088,23.994238,false
48,danza,0.042088,23.994238,false
49,comunidad,0.041286,23.536934,false
50,costumbre,0.040343,22.99928,false
