rank,term,score,score_raw,in_gold
1,turístico,0.435264,702.688388,false
2,turismo,0.428553,691.854067,true
3,comunitario,0.296319,478.375308,true
4,desarrollo,0.203102,327.887144,true
5,bartolo,0.173833,280.634353,false
6,sostenible,0.170242,274.838042,true
7,dimensión,0.164635,265.786389,false
8,comunidad,0.160374,258.906274,false
9,indicador,0.14438,233.08688,false
10,nivel,0.134705,217.467703,false
11,cultural,0.130524,210.71806,false
12,san,0.106715,172.279866,false
13,revash,0.100935,162.948979,false
14,ods,0.09735,157.161747,false
15,actividad,0.096684,156.08569,false
16,anexo,0.08951,144.505221,false
17,desacuerdo,0.085478,137.99568,false
18,correlación,0.080793,130.431613,false
19,visitante,0.071237,115.005192,false
20,local,0.066636,107.576282,false
21,comunal,0.06582,106.260195,false
22,resultado,0.06542,105.613349,false
23,participación,0.064741,104.517445,false
24,social,0.064603,104.294797,false
25,ambiental,0.063659,102.770597,false
26,gestión,0.060595,97.82371,false
27,variable,0.059533,96.109147,false
28,producto,0.059141,95.476664,false
29,flujo,0.058351,94.201985,false
30,económico,0.057283,92.477857,false
31,organización,0.05608,90.536002,false
32,sostenibilidad,0.054205,87.507678,false
33,recurso,0.049053,79.190622,false
34,natural,0.048052,77.575247,false
35,poblador,0.046986,75.854488,false
36,asociación,0.046681,75.361588,false
37,tabla,0.046168,74.533624,false
38,alto,0.045593,73.604825,false
39,población,0.045098,72.805329,false
40,rural,0.044755,72.252611,false
41,percepción,0.043157,69.67216,false
42,evidenciar,0.042994,69.409432,false
43,fortalecimiento,0.042791,69.081456,false
44,neutral,0.042739,68.99784,false
45,identidad,0.042347,68.365026,false
46,conservación,0.041558,67.09171,false
47,ingreso,0.041557,67.08922,false
48,servicio,0.040465,65.326524,false
49,mujer,0.03799,61.331414,false
50,fortalecer,0.037943,61.255375,false
