k,algoritmo,rbo,jaccard,overlap
5,tfidf,0.747633,0.666667,0.8
10,tfidf,0.776962,0.666667,0.8
20,tfidf,0.784931,0.666667,0.8
50,tfidf,0.789401,0.694915,0.82
5,bbidf,0.679258,0.666667,0.8
10,bbidf,0.714973,0.666667,0.8
20,bbidf,0.742112,0.73913,0.85
50,bbidf,0.75233,0.666667,0.8
