rank,term,score,score_raw,in_gold
1,cultural,0.467553,664.081159,true
2,turístico,0.446468,634.133424,true
3,paisaje,0.410738,583.384522,false
4,desarrollo,0.225684,320.546387,true
5,chachapoyas,0.203315,288.775339,false
6,turismo,0.169429,240.644893,false
7,ciudad,0.130922,185.952872,false
8,potencial,0.121594,172.703639,false
9,natural,0.103486,146.984679,false
10,patrimonio,0.089023,126.442068,false
11,propuesta,0.078266,111.163187,false
12,local,0.07574,107.576282,true
13,sostenible,0.063954,90.836302,false
14,turista,0.062627,88.951017,true
15,paisajes,0.062073,88.163907,true
16,urco,0.059374,84.330694,false
17,histórico,0.05545,78.756911,false
18,diseñar,0.053976,76.664267,false
19,preservación,0.050848,72.221522,false
20,estudio,0.050067,71.112182,false
21,profesional,0.048267,68.554965,false
22,trabajo,0.047237,67.09171,false
23,valor,0.045994,65.326524,false
24,promoción,0.045181,64.172297,false
25,lugar,0.044957,63.853958,false
26,recurso,0.044276,62.886671,false
27,tabla,0.04419,62.765157,false
28,conservación,0.043603,61.930809,false
29,landscape,0.043181,61.331414,false
30,comunidad,0.04281,60.803746,false
31,gestión,0.042636,60.557535,false
32,visitar,0.04196,59.597027,false
33,lugares,0.040482,57.4982,false
34,variable,0.040048,56.880924,false
35,económico,0.039863,56.619096,false
36,plan,0.038506,54.692021,false
37,casona,0.037783,53.664987,false
38,evolucionado,0.037783,53.664987,false
39,inventario,0.037783,53.664987,false
40,plazuela,0.037783,53.664987,false
41,único,0.037584,53.381125,false
42,tourism,0.037206,52.844489,false
43,amazonas,0.037126,52.730999,false
44,development,0.036966,52.504607,false
45,informe,0.0362,51.416224,false
46,visitante,0.036178,51.385299,false
47,correlación,0.036077,51.240991,false
48,significativo,0.035933,51.036347,false
49,región,0.035877,50.957186,false
50,actividad,0.035808,50.859382,false
