rank,term,score,score_raw,in_gold
1,cultural,0.505273,340.820476,true
2,paisaje,0.439371,296.367617,false
3,turístico,0.274266,185.0,true
4,desarrollo,0.200008,134.910738,true
5,chachapoyas,0.151151,101.955443,false
6,ciudad,0.131809,88.90896,false
7,turismo,0.130462,88.0,false
8,paisajes,0.116879,78.838209,true
9,natural,0.116601,78.650879,false
10,patrimonio,0.101037,68.152449,false
11,potencial,0.091744,61.883973,false
12,local,0.087026,58.701619,true
13,landscape,0.081307,54.843972,false
14,evolucionado,0.079559,53.664987,false
15,urco,0.075966,51.240991,false
16,plazuela,0.071144,47.988475,false
17,asociativo,0.068194,45.99856,false
18,casona,0.065173,43.960926,false
19,sostenible,0.065055,43.881363,false
20,turista,0.064779,43.694933,true
21,estudio,0.064125,43.253824,false
22,propuesta,0.061709,41.624224,false
23,lugares,0.060811,41.019016,false
24,tabla,0.058377,39.376757,false
25,histórico,0.057453,38.753588,false
26,culturales,0.056217,37.919994,false
27,visitar,0.055969,37.752587,false
28,correlación,0.055223,37.249238,false
29,preservación,0.05394,36.384196,false
30,diseñar,0.053914,36.366206,false
31,iglesia,0.053558,36.126305,false
32,estético,0.051893,35.003071,false
33,resultado,0.050384,33.985148,false
34,valor,0.050317,33.939988,false
35,comunidad,0.050203,33.863573,false
36,lugar,0.050042,33.754894,false
37,variable,0.049832,33.612876,false
38,económico,0.048584,32.7712,false
39,tourism,0.048113,32.453811,false
40,zonas,0.047568,32.086149,false
41,landscap,0.046552,31.400662,false
42,routledge,0.046552,31.400662,false
43,atractivo,0.045974,31.011054,false
44,catedral,0.045735,30.849734,false
45,conservación,0.045125,30.438336,false
46,recurso,0.045038,30.379405,false
47,gestión,0.044677,30.135682,false
48,actividad,0.044277,29.865736,false
49,amazonas,0.044277,29.865736,false
50,población,0.044027,29.697489,false
