rank,term,score,score_raw,in_gold
1,turismo,0.390435,45.12654,true
2,chachapoyas,0.295064,34.103553,false
3,funerario,0.259467,29.989288,true
4,actividad,0.252644,29.200681,false
5,ciudad,0.252344,29.16601,false
6,turista,0.247155,28.566187,false
7,turístico,0.220218,25.452868,true
8,folclore,0.14405,16.649303,true
9,cementerio,0.127102,14.690451,false
10,alternativo,0.119133,13.769469,true
11,cultura,0.115999,13.407238,false
12,visitar,0.103915,12.010567,false
13,oferta,0.100688,11.637544,true
14,tipo,0.093365,10.791179,false
15,difunto,0.091488,10.574246,false
16,propuesta,0.081618,9.433434,false
17,programa,0.080491,9.303199,false
18,tradición,0.080295,9.280522,false
19,persona,0.076225,8.81005,false
20,museo,0.074315,8.589358,false
21,cultural,0.071947,8.315658,false
22,tradicional,0.071238,8.233735,false
23,amazonas,0.067803,7.836647,false
24,investigación,0.067117,7.75736,false
25,entierro,0.065528,7.573783,false
26,nacional,0.062146,7.182824,false
27,familiar,0.062144,7.182598,false
28,lugar,0.061269,7.081436,false
29,población,0.058608,6.773885,false
30,casa,0.058304,6.738734,false
31,elaboración,0.058093,6.714403,false
32,costumbre,0.057612,6.658805,false
33,servicio,0.057518,6.647888,false
34,desarrollo,0.056937,6.580747,false
35,iglesia,0.055216,6.381881,false
36,realizar,0.053058,6.132491,false
37,viaje,0.052788,6.101226,false
38,considerar,0.052274,6.041895,false
39,san,0.051067,5.902358,false
40,visita,0.049254,5.692817,false
41,fuente,0.04753,5.493568,false
42,destino,0.045846,5.298836,false
43,importante,0.045515,5.260584,false
44,objetivo,0.045511,5.260125,false
45,diversificar,0.045418,5.249459,false
46,característica,0.044654,5.161107,false
47,presente,0.044552,5.149372,false
48,muerte,0.043638,5.043638,false
49,ligado,0.043191,4.992075,false
50,forma,0.042849,4.952528,false
