k,algoritmo,rbo,jaccard,overlap
5,tfidf,0.426891,0.428571,0.6
10,tfidf,0.527715,0.818182,0.9
20,tfidf,0.607737,0.6,0.75
50,tfidf,0.618481,0.470588,0.64
5,bbidf,0.813565,0.666667,0.8
10,bbidf,0.824382,1.0,1.0
20,bbidf,0.825912,0.666667,0.8
50,bbidf,0.822497,0.639344,0.78
