rank,term,score,score_raw,in_gold
1,tourism,0.458247,25.287741,true
2,satisfaction,0.319098,17.60898,true
3,management,0.302925,16.716501,true
4,tourist,0.227655,12.562865,true
5,kuelap,0.225588,12.448775,true
6,public,0.218555,12.060663,true
7,archaeological,0.142905,7.886003,true
8,turismo,0.1199,6.616526,false
9,complex,0.119168,6.576113,true
10,visitor,0.112985,6.23491,false
11,tourists,0.110467,6.095976,false
12,development,0.10451,5.767227,false
13,experience,0.102178,5.638579,false
14,gestión,0.091155,5.030295,false
15,influence,0.084885,4.68427,false
16,results,0.084691,4.673541,false
17,sustainable,0.083094,4.585431,false
18,study,0.081483,4.496556,false
19,cultural,0.076981,4.248102,false
20,chachapoyas,0.076353,4.213443,false
21,local,0.075259,4.153079,false
22,importance,0.074364,4.103691,false
23,significant,0.072963,4.02637,false
24,público,0.072428,3.996816,false
25,improve,0.0716,3.951131,false
26,haber,0.068758,3.794328,false
27,hernández,0.067441,3.721615,false
28,effectivar,0.063173,3.486126,false
29,destinations,0.061595,3.399017,false
30,turista,0.060978,3.364995,false
31,satisfacción,0.058832,3.246546,false
32,betwear,0.058087,3.205472,false
33,research,0.056557,3.121028,false
34,value,0.056351,3.109635,false
35,polici,0.055549,3.065413,false
36,findings,0.05499,3.034556,false
37,only,0.053707,2.963755,false
38,martínez,0.051766,2.856615,false
39,pseudo,0.049368,2.724318,false
40,its,0.048146,2.656887,false
41,general,0.047732,2.634048,false
42,infrastructure,0.04771,2.632822,false
43,socioeconomic,0.046315,2.555828,false
44,partnerships,0.0456,2.51638,false
45,heritage,0.0437,2.411505,false
46,significantly,0.043505,2.400786,false
47,variable,0.043106,2.378723,false
48,coordination,0.042532,2.347069,false
49,indicating,0.041987,2.317023,false
50,through,0.041478,2.288893,false
