rank,term,score,score_raw,in_gold
1,satisfaction,0.394759,268.324934,true
2,management,0.360923,245.325654,true
3,tourism,0.263777,179.293804,true
4,kuelap,0.259413,176.327814,true
5,public,0.259413,176.327814,true
6,tourist,0.221744,150.723176,true
7,archaeological,0.219753,149.369897,true
8,complex,0.179798,122.211734,true
9,visitor,0.15982,108.632653,false
10,experience,0.139843,95.053571,false
11,tourists,0.139843,95.053571,false
12,influence,0.126524,86.00085,false
13,development,0.09441,64.172297,false
14,study,0.090231,61.331414,false
15,haber,0.084591,57.4982,false
16,improve,0.084591,57.4982,false
17,results,0.084591,57.4982,false
18,significant,0.084591,57.4982,false
19,importance,0.078952,53.664987,false
20,sustainable,0.072953,49.587684,false
21,chachapoyas,0.068662,46.670762,false
22,destinations,0.067673,45.99856,false
23,effectivar,0.067673,45.99856,false
24,turismo,0.06437,43.753617,false
25,findings,0.062034,42.165347,false
26,polici,0.062034,42.165347,false
27,value,0.062034,42.165347,false
28,betwear,0.056394,38.332133,false
29,hernández,0.055472,37.705231,false
30,infrastructure,0.050755,34.49892,false
31,only,0.050755,34.49892,false
32,partnerships,0.050755,34.49892,false
33,research,0.050755,34.49892,false
34,socioeconomic,0.050755,34.49892,false
35,pseudo,0.050429,34.277482,false
36,its,0.045386,30.849734,false
37,according,0.045115,30.665707,false
38,coordination,0.045115,30.665707,false
39,dimension,0.045115,30.665707,false
40,heritage,0.045115,30.665707,false
41,impact,0.045115,30.665707,false
42,planning,0.045115,30.665707,false
43,significantly,0.045115,30.665707,false
44,year,0.045115,30.665707,false
45,gestión,0.044546,30.278767,false
46,cultural,0.040708,27.670048,false
47,basic,0.039476,26.832493,false
48,community,0.039476,26.832493,false
49,comparing,0.039476,26.832493,false
50,indicating,0.039476,26.832493,false
