rank,term,score,score_raw,in_gold
1,yumbilla,0.490296,345.78035,false
2,carga,0.454962,320.861487,true
3,catarata,0.314547,221.833859,false
4,capacidad,0.249967,176.288694,true
5,turístico,0.225452,159.0,false
6,visitante,0.189001,133.29244,false
7,cuispes,0.170112,119.971188,false
8,conservación,0.116891,82.437159,true
9,recurso,0.102106,72.010441,false
10,sendero,0.08917,62.886671,false
11,manejo,0.080303,56.633245,false
12,visita,0.074503,52.542865,false
13,físico,0.07231,50.99669,false
14,tabla,0.071537,50.45147,false
15,destino,0.068336,48.194031,false
16,natural,0.066604,46.972053,false
17,cce,0.065223,45.99856,false
18,investigación,0.063807,45.0,false
19,ccf,0.059788,42.165347,false
20,nivel,0.059553,42.0,false
21,diario,0.0593,41.821137,false
22,gestión,0.059165,41.726329,false
23,factor,0.057579,40.607281,false
24,regular,0.055218,38.942385,false
25,resultado,0.051109,36.044854,false
26,recorrido,0.049735,35.075436,false
27,límite,0.049209,34.704716,false
28,ccr,0.048917,34.49892,false
29,ambiental,0.048555,34.243128,false
30,malo,0.048289,34.055444,false
31,longitud,0.047566,33.545855,false
32,área,0.046018,32.453811,false
33,servicio,0.04337,30.586453,false
34,número,0.04316,30.438336,false
35,estrategia,0.043076,30.379405,false
36,entorno,0.042331,29.8539,false
37,amazonas,0.040888,28.835883,false
38,determinación,0.040525,28.580354,false
39,efectivo,0.039922,28.154924,false
40,ruta,0.039922,28.154924,false
41,señalético,0.038883,27.421986,false
42,corrección,0.038775,27.346011,false
43,erodabilidad,0.038047,26.832493,false
44,fcacc,0.038047,26.832493,false
45,determinar,0.0378,26.658488,false
46,presión,0.036589,25.804504,false
47,evidenciar,0.034896,24.610473,false
48,infraestructura,0.034896,24.610473,false
49,flujo,0.034814,24.552805,false
50,fórmula,0.034736,24.497446,false
