k,algoritmo,rbo,jaccard,overlap
5,tfidf,0.437506,0.666667,0.8
10,tfidf,0.606263,0.666667,0.8
20,tfidf,0.651517,0.666667,0.8
50,tfidf,0.665784,0.587302,0.74
5,bbidf,0.503438,0.666667,0.8
10,bbidf,0.640374,0.666667,0.8
20,bbidf,0.677655,0.73913,0.85
50,bbidf,0.694227,0.5625,0.72
