rank,term,score,score_raw,in_gold
1,yumbilla,0.43482,606.53231,false
2,catarata,0.395881,552.215984,false
3,turístico,0.390716,545.01197,false
4,carga,0.356942,497.899658,true
5,capacidad,0.272499,380.109547,true
6,visitante,0.201731,281.395683,false
7,conservación,0.120244,167.729274,true
8,manejo,0.120062,167.475339,false
9,cuispes,0.113572,158.422618,false
10,recurso,0.106864,149.064701,false
11,visita,0.086259,120.322446,false
12,destino,0.074496,103.91484,false
13,sendero,0.066348,92.549202,false
14,diario,0.063204,88.163907,false
15,natural,0.062931,87.782517,false
16,factor,0.061047,85.154862,false
17,gestión,0.060111,83.848894,false
18,investigación,0.058659,81.823965,false
19,físico,0.058529,81.64172,false
20,tabla,0.057651,80.417858,false
21,área,0.054892,76.56883,false
22,nivel,0.052805,73.658416,false
23,entorno,0.052278,72.923065,false
24,ambiental,0.047363,66.066813,false
25,número,0.04705,65.630425,false
26,regular,0.042548,59.350359,false
27,recorrido,0.041823,58.338452,false
28,límite,0.041775,58.27172,false
29,servicio,0.040978,57.160708,false
30,efectivo,0.039731,55.42153,false
31,estrategia,0.039515,55.119255,false
32,malo,0.039317,54.843972,false
33,resultado,0.038405,53.571989,false
34,ruta,0.037248,51.95742,false
35,infraestructura,0.036998,51.609008,false
36,amazonas,0.036499,50.912689,false
37,longitud,0.035724,49.831773,false
38,real,0.035724,49.831773,false
39,control,0.034403,47.988475,false
40,determinación,0.034403,47.988475,false
41,grupo,0.033458,46.670762,false
42,accesibilidad,0.032976,45.99856,false
43,cce,0.032976,45.99856,false
44,fórmula,0.032976,45.99856,false
45,determinar,0.032341,45.112457,false
46,flujo,0.031515,43.960926,false
47,caída,0.030228,42.165347,false
48,ccf,0.030228,42.165347,false
49,dificultad,0.030228,42.165347,false
50,máximo,0.030228,42.165347,false
