rank,term,score,score_raw,in_gold
1,satisfacción,0.370169,91.860357,true
2,turismo,0.290138,72.0,true
3,gestión,0.289581,71.862011,true
4,kuelap,0.248611,61.69494,true
5,turista,0.242106,60.080533,true
6,público,0.215694,53.526293,true
7,arqueológico,0.179138,44.45448,true
8,complejo,0.161949,40.188906,true
9,pseudo,0.138128,34.277482,false
10,turístico,0.137009,34.0,false
11,satisfaction,0.135179,33.545855,false
12,visitante,0.130779,32.453811,false
13,management,0.116495,28.909081,false
14,experiencia,0.110678,27.465588,false
15,influir,0.104855,26.02068,false
16,hernández,0.09894,24.552805,false
17,mejorar,0.091429,22.688964,false
18,desarrollo,0.0913,22.656765,false
19,hallazgo,0.087927,21.819724,false
20,martínez,0.084471,20.962224,false
21,sostenible,0.081613,20.252937,false
22,estudio,0.0747,18.537353,false
23,socioeconómico,0.074038,18.373085,false
24,significativamente,0.072518,17.995876,false
25,kuélap,0.070672,17.537718,false
26,tourist,0.069407,17.223817,false
27,importancia,0.068011,16.877447,false
28,inicio,0.065945,16.364793,false
29,efectivo,0.065685,16.300219,false
30,chachapoyas,0.06225,15.447794,false
31,política,0.061652,15.299529,false
32,comparar,0.060039,14.899257,false
33,cultural,0.057225,14.200853,false
34,servicio,0.057225,14.200853,true
35,coordinación,0.056537,14.030174,false
36,public,0.056314,13.974816,false
37,destino,0.056218,13.950904,false
38,objetivo,0.05395,13.388089,false
39,resultado,0.05395,13.388089,false
40,encuestado,0.053742,13.336543,false
41,creer,0.05274,13.08791,false
42,lópez,0.051291,12.728172,false
43,dimensión,0.051107,12.68264,false
44,mercadeo,0.050614,12.560265,true
45,hipótesis,0.050443,12.517797,false
46,local,0.0498,12.358236,false
47,influencia,0.047419,11.767362,false
48,luna,0.047017,11.66769,false
49,tourism,0.046707,11.590647,false
50,nagelkerker,0.04634,11.49964,false
