rank,term,score,score_raw,in_gold
1,turismo,0.376804,196.891276,true
2,satisfacción,0.357268,186.683047,true
3,kuelap,0.2861,149.49532,true
4,gestión,0.276361,144.406429,true
5,turista,0.234069,122.307649,true
6,turístico,0.223037,116.54344,false
7,público,0.218414,114.127661,true
8,complejo,0.183678,95.976951,true
9,arqueológico,0.159217,83.195245,true
10,visitante,0.131119,68.513732,false
11,desarrollo,0.103022,53.832218,false
12,experiencia,0.102521,53.570127,false
13,influir,0.102159,53.381125,false
14,management,0.095367,49.831773,false
15,satisfaction,0.095367,49.831773,false
16,hernández,0.091839,47.988475,false
17,hallazgo,0.088031,45.99856,false
18,chachapoyas,0.083735,43.753839,false
19,significativamente,0.080695,42.165347,false
20,sostenible,0.080234,41.924447,false
21,tourist,0.072112,37.680794,false
22,mejorar,0.07132,37.266812,false
23,importancia,0.070243,36.703785,false
24,inicio,0.066023,34.49892,false
25,pseudo,0.065599,34.277482,false
26,efectivo,0.061405,32.086149,false
27,kuélap,0.060094,31.400662,false
28,socioeconómico,0.059039,30.849734,false
29,coordinación,0.058687,30.665707,false
30,planificación,0.058687,30.665707,false
31,estudio,0.058325,30.476649,false
32,destino,0.057567,30.080612,false
33,política,0.057567,30.080612,false
34,hipótesis,0.054084,28.260595,false
35,cultural,0.052954,27.670048,false
36,comparar,0.051351,26.832493,false
37,lópez,0.051351,26.832493,false
38,servicio,0.050789,26.5389,true
39,martínez,0.050241,26.252304,false
40,dimensión,0.049384,25.804504,false
41,significancia,0.045919,23.994238,false
42,influencia,0.044445,23.224053,false
43,infraestructura,0.044445,23.224053,false
44,afectar,0.044015,22.99928,false
45,garcía,0.044015,22.99928,false
46,public,0.044015,22.99928,false
47,sánchez,0.044015,22.99928,false
48,local,0.043342,22.647638,false
49,desafío,0.043312,22.631803,false
50,enfatizar,0.043312,22.631803,false
