rank,term,score,score_raw,in_gold
1,turismo,0.360588,18.100755,true
2,gestión,0.306593,15.390328,true
3,satisfacción,0.298403,14.979239,true
4,turista,0.278693,13.98981,true
5,público,0.237865,11.940335,true
6,kuelap,0.206752,10.378503,true
7,turístico,0.175959,8.832775,false
8,arqueológico,0.154011,7.731035,true
9,visitante,0.135054,6.779411,false
10,complejo,0.12147,6.097546,true
11,experiencia,0.116408,5.843424,false
12,desarrollo,0.111966,5.620469,false
13,estudio,0.098593,4.949173,false
14,mejorar,0.096108,4.824419,false
15,management,0.096058,4.82193,false
16,satisfaction,0.09544,4.790899,false
17,hernández,0.092471,4.641839,false
18,sostenible,0.092372,4.636904,false
19,tourist,0.0853,4.281898,false
20,cultural,0.080865,4.059263,false
21,importancia,0.079961,4.013885,false
22,influir,0.079422,3.986837,false
23,local,0.079241,3.977747,false
24,investigación,0.078849,3.95807,false
25,chachapoyas,0.077285,3.879534,false
26,tourism,0.073704,3.699812,false
27,resultado,0.073643,3.696725,false
28,objetivo,0.072144,3.621473,false
29,servicio,0.07059,3.543464,true
30,destino,0.06385,3.205125,false
31,política,0.061166,3.070417,false
32,perú,0.059023,2.962854,false
33,hallazgo,0.058292,2.926115,false
34,significativamente,0.058058,2.914369,false
35,efectivo,0.056088,2.815524,false
36,variable,0.056088,2.8155,false
37,martínez,0.055378,2.779873,false
38,año,0.054902,2.755988,false
39,hipótesis,0.05397,2.709164,false
40,valor,0.052983,2.659658,false
41,infraestructura,0.05256,2.638392,false
42,pseudo,0.052517,2.636244,false
43,problema,0.052057,2.613131,false
44,dimensión,0.050467,2.533347,false
45,nivel,0.050133,2.516552,false
46,inicio,0.049484,2.483983,false
47,encuestado,0.04924,2.471749,false
48,kuélap,0.048573,2.438281,false
49,influencia,0.048465,2.432835,false
50,indicar,0.048375,2.428323,false
