rank,term,score,score_raw,in_gold
1,turístico,0.529551,1515.06472,true
2,recurso,0.387506,1108.668711,true
3,chuquibamba,0.332235,950.53571,false
4,punto,0.215654,616.994682,false
5,pueblo,0.202505,579.374147,false
6,distrito,0.167266,478.555185,false
7,jerarquización,0.159789,457.162413,true
8,turismo,0.126167,360.967339,false
9,jerarquía,0.123401,353.056121,false
10,potencial,0.117435,335.987079,true
11,cochabamba,0.111203,318.156708,false
12,cercano,0.098088,280.634353,false
13,imagen,0.0889,254.345359,false
14,ubicación,0.085432,244.423468,false
15,actual,0.081249,232.457303,false
16,tabla,0.075412,215.755228,false
17,laguna,0.072437,207.244367,false
18,msnm,0.071009,203.160307,false
19,inventario,0.06699,191.660667,true
20,categoría,0.06627,189.59997,false
21,descripción,0.065894,188.526153,false
22,camino,0.063498,181.670657,false
23,servicio,0.062078,177.606487,false
24,particularidades,0.060291,172.4946,false
25,natural,0.059937,171.482125,false
26,valoración,0.059904,171.387412,false
27,agua,0.059133,169.181512,false
28,básico,0.058625,167.729274,false
29,altitud,0.057611,164.828174,false
30,estacionalidad,0.057611,164.828174,false
31,minuto,0.057611,164.828174,false
32,servicios,0.057611,164.828174,false
33,distancia,0.057508,164.531915,false
34,actividad,0.057008,163.100778,false
35,poblador,0.055592,159.049734,false
36,poblado,0.052681,150.723176,false
37,asentamiento,0.052252,149.49532,false
38,caracterizar,0.052252,149.49532,false
39,carretera,0.051517,147.393174,false
40,caserío,0.050912,145.662107,false
41,evaluación,0.050486,144.443044,false
42,tipo,0.050046,143.183015,false
43,acceso,0.049745,142.321628,false
44,caminar,0.049573,141.828894,false
45,cultural,0.048357,138.350241,false
46,infraestructura,0.047802,136.76387,false
47,chachapoyas,0.046899,134.17844,false
48,piedra,0.043901,125.602647,false
49,lugar,0.043893,125.57945,false
50,desarrollo,0.042763,122.345949,false
