rank,term,score,score_raw,in_gold
1,servicio,0.396175,32.972428,true
2,turista,0.391346,32.570532,true
3,satisfacción,0.339366,28.244439,true
4,guía,0.294199,24.485308,true
5,calidad,0.239884,19.964816,true
6,turismo,0.222228,18.495379,true
7,nivel,0.216585,18.025676,false
8,chachapoyas,0.142622,11.870011,false
9,turístico,0.13235,11.015104,false
10,relación,0.125726,10.463756,false
11,variable,0.107064,8.91061,false
12,alto,0.102559,8.535713,false
13,visitante,0.098054,8.160743,false
14,amazonas,0.088472,7.36325,false
15,dimensión,0.087882,7.314138,false
16,correlación,0.08488,7.064274,false
17,experiencia,0.074776,6.223383,false
18,fiabilidad,0.06533,5.437218,false
19,investigación,0.064667,5.382034,false
20,tabla,0.06438,5.358132,false
21,dato,0.063159,5.256566,false
22,capacidad,0.060286,5.017423,false
23,mendoza,0.059144,4.922342,false
24,positivo,0.058866,4.899228,false
25,estudio,0.058076,4.833469,false
26,tesis,0.057895,4.81846,false
27,información,0.057039,4.747215,false
28,percepción,0.0569,4.735616,false
29,coeficiente,0.055968,4.658053,false
30,nacional,0.055905,4.652823,false
31,resultado,0.055894,4.65185,false
32,seguridad,0.05578,4.642385,false
33,respuesta,0.054873,4.566923,false
34,significativo,0.050747,4.223557,false
35,mostrar,0.050302,4.186483,false
36,figura,0.04904,4.08143,false
37,población,0.0486,4.044868,false
38,expectativa,0.048531,4.039069,false
39,instrumento,0.046725,3.888766,false
40,bilateral,0.046106,3.837265,false
41,muestra,0.043884,3.652293,false
42,indicar,0.042773,3.559882,false
43,destino,0.042246,3.516005,false
44,mejorar,0.041978,3.493688,false
45,encuesta,0.041393,3.445007,false
46,satisfaction,0.040927,3.406238,false
47,objetivo,0.040387,3.361312,false
48,necesidad,0.039881,3.31915,false
49,tourists,0.039512,3.28849,false
50,spearman,0.039462,3.284302,false
