rank,term,score,score_raw,in_gold
1,turismo,0.455975,185.952872,true
2,turístico,0.353018,143.965426,true
3,amazónico,0.210883,86.00085,false
4,revista,0.178815,72.923065,false
5,región,0.152719,62.281005,false
6,docentes,0.144288,58.842687,false
7,negonotas,0.144288,58.842687,false
8,muñoz,0.133189,54.316326,false
9,tourism,0.12958,52.844489,false
10,actividad,0.124712,50.859382,true
11,amazon,0.12209,49.789966,false
12,desarrollo,0.120002,48.93838,false
13,journal,0.109267,44.560727,false
14,entorno,0.100136,40.836917,false
15,turista,0.098153,40.027958,false
16,poseer,0.084052,34.277482,false
17,cultural,0.083507,34.055444,true
18,ecuador,0.075195,30.665707,false
19,estudio,0.07058,28.783502,false
20,sector,0.06785,27.670048,false
21,dicho,0.065796,26.832493,false
22,sustainable,0.064373,26.252304,false
23,económico,0.060162,24.534942,false
24,natural,0.06007,24.497446,false
25,visitante,0.060001,24.46919,false
26,cuidado,0.058836,23.994238,false
27,sentido,0.057221,23.335381,false
28,arias,0.056397,22.99928,false
29,autóctono,0.056397,22.99928,false
30,fenómeno,0.056397,22.99928,false
31,sociedad,0.056397,22.99928,false
32,etapa,0.050431,20.566489,false
33,comunidad,0.048096,19.614112,false
34,activity,0.046997,19.166067,false
35,carácter,0.046997,19.166067,false
36,científica,0.046997,19.166067,false
37,region,0.046997,19.166067,false
38,revisión,0.046997,19.166067,false
39,social,0.046973,19.156187,false
40,destacar,0.046939,19.142207,false
41,autor,0.042916,17.501536,false
42,necesario,0.042916,17.501536,false
43,país,0.042916,17.501536,false
44,actualidad,0.042026,17.138741,false
45,gonzález,0.042026,17.138741,false
46,tipología,0.042026,17.138741,false
47,lugar,0.041754,17.027722,false
48,ciudad,0.040233,16.407606,false
49,diverso,0.040233,16.407606,false
50,extranjero,0.040233,16.407606,false
