rank,term,score,score_raw,in_gold
1,turismo,0.325748,68.0,true
2,negonotas,0.238715,49.831773,false
3,amazónico,0.222713,46.491461,false
4,docentes,0.213464,44.560727,false
5,turístico,0.201197,42.0,true
6,región,0.167667,35.000613,false
7,tourism,0.155467,32.453811,false
8,actividad,0.143069,29.865736,true
9,revista,0.13475,28.129079,false
10,muñoz,0.13389,27.949631,false
11,journal,0.113236,23.638034,false
12,amazon,0.112158,23.413118,false
13,desarrollo,0.098668,20.597059,false
14,turista,0.094192,19.66272,false
15,estudio,0.083868,17.5075,false
16,autóctono,0.083839,17.501536,false
17,cultural,0.083727,17.477973,true
18,entorno,0.080087,16.718184,false
19,sustainable,0.075612,15.783946,false
20,arias,0.074168,15.482702,false
21,campojo,0.073451,15.332853,false
22,colombiano,0.073451,15.332853,false
23,frost,0.073451,15.332853,false
24,económico,0.068028,14.200853,false
25,sector,0.068028,14.200853,false
26,natural,0.062795,13.10848,false
27,ecuador,0.062696,13.08791,false
28,tipología,0.061807,12.902252,false
29,poseer,0.058947,12.305237,false
30,cuidado,0.058809,12.276403,false
31,medina,0.055893,11.66769,false
32,region,0.055788,11.64568,false
33,visitante,0.055524,11.590647,false
34,brazilian,0.055088,11.49964,false
35,garzón,0.055088,11.49964,false
36,activity,0.053264,11.118877,false
37,santillan,0.052399,10.938404,false
38,comunidad,0.052329,10.923733,false
39,científica,0.050981,10.642326,false
40,gonzález,0.050981,10.642326,false
41,reyes,0.049446,10.321802,false
42,studies,0.049446,10.321802,false
43,ferreira,0.049261,10.283245,false
44,freire,0.049261,10.283245,false
45,indígena,0.046887,9.787676,false
46,sentido,0.045764,9.553248,false
47,etapa,0.045468,9.491529,false
48,fenómeno,0.045468,9.491529,false
49,pastaza,0.045127,9.420198,false
50,capaz,0.04463,9.316544,false
