rank,term,score,score_raw,in_gold
1,turismo,0.474847,27.181387,true
2,turístico,0.285607,16.348857,true
3,tourism,0.221639,12.687147,false
4,región,0.216771,12.408488,false
5,actividad,0.195852,11.211017,true
6,revista,0.168115,9.623312,false
7,desarrollo,0.136945,7.839051,false
8,amazónico,0.122392,7.005989,false
9,turista,0.12125,6.940645,false
10,estudio,0.119044,6.814342,false
11,cultural,0.11693,6.693339,true
12,journal,0.098749,5.652656,false
13,sector,0.09428,5.396788,false
14,entorno,0.094091,5.385983,false
15,amazon,0.091306,5.226599,false
16,económico,0.090907,5.203713,false
17,muñoz,0.088085,5.042184,false
18,natural,0.087591,5.013922,false
19,docentes,0.085951,4.920041,false
20,negonotas,0.081786,4.681605,false
21,comunidad,0.073571,4.211382,false
22,poseer,0.070564,4.039239,false
23,visitante,0.069936,4.003305,false
24,sustainable,0.067477,3.862546,false
25,nivel,0.066601,3.812395,false
26,social,0.063709,3.646868,false
27,amazonas,0.061111,3.49815,false
28,lugar,0.060135,3.442284,false
29,sentido,0.058832,3.367692,false
30,ecuador,0.056304,3.222954,false
31,generar,0.053072,3.037973,false
32,local,0.0524,2.999492,false
33,año,0.05176,2.962884,false
34,destacar,0.050555,2.89388,false
35,dicho,0.05042,2.886134,false
36,cultura,0.050004,2.862356,false
37,perú,0.049371,2.826091,false
38,cuidado,0.04843,2.772271,false
39,nacional,0.048129,2.755043,false
40,diverso,0.046895,2.684409,false
41,lograr,0.046587,2.666728,false
42,elemento,0.046499,2.661686,false
43,análisis,0.045438,2.600975,false
44,necesario,0.045043,2.578396,false
45,region,0.043654,2.498855,false
46,fenómeno,0.04316,2.470567,false
47,sociedad,0.042863,2.453606,false
48,activity,0.042861,2.453452,false
49,etapa,0.042688,2.44355,false
50,ciudad,0.042683,2.443297,false
