doc_id,metric,tfidf,bbidf,diff,improvement_pct
7,R@20,0.8333333333333334,0.8333333333333334,0.0,0.0
8,R@20,0.8333333333333334,0.6666666666666666,-0.16666666666666674,-20.000000000000007
9,R@20,1.0,1.0,0.0,0.0
11,R@20,1.0,1.0,0.0,0.0
13,R@20,0.6666666666666666,0.8333333333333334,0.16666666666666674,25.00000000000001
15,R@20,0.5714285714285714,0.5714285714285714,0.0,0.0
16,R@20,0.7272727272727273,0.7272727272727273,0.0,0.0
17,R@20,0.42857142857142855,0.42857142857142855,0.0,0.0
18,R@20,1.0,1.0,0.0,0.0
19,R@20,1.0,1.0,0.0,0.0
20,R@20,0.8888888888888888,0.8888888888888888,0.0,0.0
21,R@20,0.16666666666666666,0.16666666666666666,0.0,0.0
22,R@20,0.75,0.75,0.0,0.0
23,R@20,0.6,0.6,0.0,0.0
24,R@20,1.0,1.0,0.0,0.0
25,R@20,1.0,1.0,0.0,0.0
26,R@20,1.0,1.0,0.0,0.0
27,R@20,0.8571428571428571,0.8571428571428571,0.0,0.0
28,R@20,0.8571428571428571,0.8571428571428571,0.0,0.0
29,R@20,0.6,0.6,0.0,0.0
30,R@20,0.75,0.75,0.0,0.0
31,R@20,0.75,0.75,0.0,0.0
32,R@20,1.0,1.0,0.0,0.0
0,F1@20,0.23529411764705882,0.11764705882352941,-0.11764705882352941,-50.0
1,F1@20,0.08000000000000002,0.08000000000000002,0.0,0.0
2,F1@20,0.33333333333333337,0.33333333333333337,0.0,0.0
3,F1@20,0.29629629629629634,0.29629629629629634,0.0,0.0
4,F1@20,0.16000000000000003,0.16000000000000003,0.0,0.0
5,F1@20,0.5161290322580645,0.5161290322580645,0.0,0.0
6,F1@20,0.4444444444444444,0.5185185185185185,0.07407407407407407,16.666666666666664
7,F1@20,0.3846153846153846,0.3846153846153846,0.0,0.0
8,F1@20,0.3846153846153846,0.30769230769230765,-0.07692307692307693,-20.000000000000004
9,F1@20,0.4,0.4,0.0,0.0
11,F1@20,0.33333333333333337,0.33333333333333337,0.0,0.0
13,F1@20,0.30769230769230765,0.3846153846153846,0.07692307692307693,25.000000000000007
15,F1@20,0.29629629629629634,0.29629629629629634,0.0,0.0
16,F1@20,0.5161290322580645,0.5161290322580645,0.0,0.0
17,F1@20,0.2222222222222222,0.2222222222222222,0.0,0.0
18,F1@20,0.4,0.4,0.0,0.0
19,F1@20,0.4615384615384615,0.4615384615384615,0.0,0.0
20,F1@20,0.5517241379310346,0.5517241379310346,0.0,0.0
21,F1@20,0.07692307692307691,0.07692307692307691,0.0,0.0
22,F1@20,0.24999999999999997,0.24999999999999997,0.0,0.0
23,F1@20,0.4,0.4,0.0,0.0
24,F1@20,0.4615384615384615,0.4615384615384615,0.0,0.0
25,F1@20,0.4615384615384615,0.4615384615384615,0.0,0.0
26,F1@20,0.33333333333333337,0.33333333333333337,0.0,0.0
27,F1@20,0.4444444444444444,0.4444444444444444,0.0,0.0
28,F1@20,0.4444444444444444,0.4444444444444444,0.0,0.0
29,F1@20,0.24,0.24,0.0,0.0
30,F1@20,0.24999999999999997,0.24999999999999997,0.0,0.0
31,F1@20,0.4285714285714285,0.4285714285714285,0.0,0.0
32,F1@20,0.33333333333333337,0.33333333333333337,0.0,0.0
0,nDCG@20,0.32382259040358624,0.2376137309262018,-0.08620885947738444,-26.6222499702509
1,nDCG@20,0.09803928583135704,0.14606834984270645,0.048029064011349404,48.989610240497804
2,nDCG@20,0.7315682114753617,0.8927537907700456,0.1611855792946839,22.032884530291327
3,nDCG@20,0.5338456138360194,0.5936798407326767,0.059834226896657294,11.208151822529818
4,nDCG@20,0.5531464700081437,0.5087403079104241,-0.044406162097719526,-8.027921085181248
5,nDCG@20,0.8197952605303637,0.8083536503044675,-0.011441610225896182,-1.3956667934984246
6,nDCG@20,0.8390879934323361,0.8831694523315587,0.04408145889922266,5.253496563442053
7,nDCG@20,0.4758426178727888,0.5469405339889141,0.07109791611612526,14.941477170321992
