doc_id,metric,textrank,bbidf,tfidf,bbidf_gap_to_textrank,bbidf_pct_of_textrank
3,nDCG@10,0.5546406709327603,0.5277610693352978,0.46792684243864047,-0.0268796015974625,95.15369084775949
4,nDCG@10,0.16958010263680806,0.5087403079104241,0.5531464700081437,0.33916020527361607,299.99999999999994
5,nDCG@10,0.8603818544462509,0.857980942822373,0.8701249883466593,-0.0024009116238778994,99.72094813349787
6,nDCG@10,0.6462661152375239,0.7441790405874917,0.7703689102037634,0.09791292534996787,115.15055842189432
7,nDCG@10,0.5041767792801809,0.3954551734183064,0.24738635904833417,-0.10872160586187452,78.43581649732111
8,nDCG@10,0.23877292085081492,0.39907586254035626,0.5058520011127917,0.16030294168954135,167.1361480683559
9,nDCG@10,0.6306870103388195,0.5939193190346003,0.6217937096682962,-0.0367676913042192,94.17021585961209
11,nDCG@10,0.801479410942855,0.5274486902992358,0.664550862590272,-0.2740307206436192,65.80938737761818
13,nDCG@10,0.5943907508440193,0.6818624649454273,0.5842273861585908,0.08747171410140808,114.71619704330874
15,nDCG@10,0.40934622782968033,0.4097225574171969,0.43331321714210663,0.000376329587516544,100.09193429960546
16,nDCG@10,0.866947989864271,0.8701249883466593,0.866947989864271,0.0031769984823882824,100.36645779441575
17,nDCG@10,0.27487633291429087,0.22415199495126514,0.20112881426068294,-0.05072433796302572,81.54648767857286
18,nDCG@10,0.6071752575447179,0.6132355269353261,0.6306870103388195,0.0060602693906082195,100.99810875283598
19,nDCG@10,0.8829374068620365,0.9001715370445234,0.6556125703220435,0.017234130182486873,101.95190848734532
20,nDCG@10,0.5114397556589976,0.7654671039995544,0.5259200450269614,0.25402734834055685,149.6690657168876
21,nDCG@10,0.3936948167222715,0.19092086617893467,0.11706259313796354,-0.20277395054333686,48.49463545607665
22,nDCG@10,0.4573973988771914,0.44927383782962327,0.5375811193822125,-0.008123561047568117,98.2239599377894
23,nDCG@10,0.6274092458891772,0.6136525857537393,0.5473983622993502,-0.01375666013543797,97.80738645061857
24,nDCG@10,0.7923823825200124,0.8331636716948344,0.7618870795651185,0.040781289174822044,105.14666783038832
25,nDCG@10,1.0,1.0,0.9930783166417602,0.0,100.0
26,nDCG@10,0.8318724637288826,0.8048099750039491,0.8318724637288826,-0.027062488724933442,96.74679834891693
27,nDCG@10,0.6134433136321192,0.5666867828578932,0.6174111208209189,-0.046756530774226035,92.37801933199229
28,nDCG@10,0.6534974049045721,0.43451295109244287,0.28946531669289394,-0.21898445381212922,66.49038662301854
29,nDCG@10,0.4912596920895758,0.5296347172140421,0.4856637624942473,0.03837502512446628,107.8115558313441
30,nDCG@10,0.715696758318853,0.6760236910196463,0.5855700749881525,-0.03967306729920672,94.45672111294769
31,nDCG@10,0.6166396654137294,0.6913628197251253,0.6291031399287498,0.07472315431139587,112.11779885441864
32,nDCG@10,0.8756458727267334,0.7486761295186739,0.8547529378296287,-0.12696974320805954,85.49987533057401
0,P@20,0.1,0.1,0.2,0.0,100.0
1,P@20,0.05,0.05,0.05,0.0,100.0
2,P@20,0.2,0.2,0.2,0.0,100.0
3,P@20,0.2,0.2,0.2,0.0,100.0
4,P@20,0.15,0.1,0.1,-0.04999999999999999,66.66666666666667
5,P@20,0.4,0.4,0.4,0.0,100.0
6,P@20,0.35,0.35,0.3,0.0,100.0
7,P@20,0.25,0.25,0.25,0.0,100.0
8,P@20,0.2,0.2,0.25,0.0,100.0
9,P@20,0.25,0.25,0.25,0.0,100.0
11,P@20,0.2,0.2,0.2,0.0,100.0
13,P@20,0.2,0.25,0.2,0.04999999999999999,125.0
15,P@20,0.3,0.2,0.2,-0.09999999999999998,66.66666666666667
16,P@20,0.4,0.4,0.4,0.0,100.0
17,P@20,0.15,0.15,0.15,0.0,100.0
18,P@20,0.25,0.25,0.25,0.0,100.0
