doc_id,doc,k,metric,algo,similarity
29,doc30,20,overlap,tfidf,0.75
29,doc30,50,rbo,tfidf,0.698361
29,doc30,50,jaccard,tfidf,0.587302
29,doc30,50,overlap,tfidf,0.74
29,doc30,5,rbo,bbidf,0.747633
29,doc30,5,jaccard,bbidf,0.666667
29,doc30,5,overlap,bbidf,0.8
29,doc30,10,rbo,bbidf,0.762275
29,doc30,10,jaccard,bbidf,0.666667
29,doc30,10,overlap,bbidf,0.8
29,doc30,20,rbo,bbidf,0.760574
29,doc30,20,jaccard,bbidf,0.538462
29,doc30,20,overlap,bbidf,0.7
29,doc30,50,rbo,bbidf,0.757597
29,doc30,50,jaccard,bbidf,0.612903
29,doc30,50,overlap,bbidf,0.76
30,doc31,5,rbo,tfidf,0.569371
30,doc31,5,jaccard,tfidf,0.666667
30,doc31,5,overlap,tfidf,0.8
30,doc31,10,rbo,tfidf,0.651831
30,doc31,10,jaccard,tfidf,0.818182
30,doc31,10,overlap,tfidf,0.9
30,doc31,20,rbo,tfidf,0.70605
30,doc31,20,jaccard,tfidf,0.6
30,doc31,20,overlap,tfidf,0.75
30,doc31,50,rbo,tfidf,0.712357
30,doc31,50,jaccard,tfidf,0.587302
30,doc31,50,overlap,tfidf,0.74
30,doc31,5,rbo,bbidf,0.547943
30,doc31,5,jaccard,bbidf,0.666667
30,doc31,5,overlap,bbidf,0.8
30,doc31,10,rbo,bbidf,0.650015
30,doc31,10,jaccard,bbidf,0.818182
30,doc31,10,overlap,bbidf,0.9
30,doc31,20,rbo,bbidf,0.708437
30,doc31,20,jaccard,bbidf,0.666667
30,doc31,20,overlap,bbidf,0.8
30,doc31,50,rbo,bbidf,0.719084
30,doc31,50,jaccard,bbidf,0.5625
30,doc31,50,overlap,bbidf,0.72
31,doc32,5,rbo,tfidf,0.426891
31,doc32,5,jaccard,tfidf,0.428571
31,doc32,5,overlap,tfidf,0.6
31,doc32,10,rbo,tfidf,0.527715
31,doc32,10,jaccard,tfidf,0.818182
31,doc32,10,overlap,tfidf,0.9
31,doc32,20,rbo,tfidf,0.607737
31,doc32,20,jaccard,tfidf,0.6
31,doc32,20,overlap,tfidf,0.75
31,doc32,50,rbo,tfidf,0.618481
31,doc32,50,jaccard,tfidf,0.470588
31,doc32,50,overlap,tfidf,0.64
31,doc32,5,rbo,bbidf,0.813565
31,doc32,5,jaccard,bbidf,0.666667
31,doc32,5,overlap,bbidf,0.8
31,doc32,10,rbo,bbidf,0.824382
31,doc32,10,jaccard,bbidf,1.0
31,doc32,10,overlap,bbidf,1.0
31,doc32,20,rbo,bbidf,0.825912
31,doc32,20,jaccard,bbidf,0.666667
31,doc32,20,overlap,bbidf,0.8
31,doc32,50,rbo,bbidf,0.822497
31,doc32,50,jaccard,bbidf,0.639344
31,doc32,50,overlap,bbidf,0.78
32,doc33,5,rbo,tfidf,0.747633
32,doc33,5,jaccard,tfidf,0.666667
32,doc33,5,overlap,tfidf,0.8
32,doc33,10,rbo,tfidf,0.776962
32,doc33,10,jaccard,tfidf,0.666667
32,doc33,10,overlap,tfidf,0.8
32,doc33,20,rbo,tfidf,0.784931
32,doc33,20,jaccard,tfidf,0.666667
32,doc33,20,overlap,tfidf,0.8
32,doc33,50,rbo,tfidf,0.789401
32,doc33,50,jaccard,tfidf,0.694915
32,doc33,50,overlap,tfidf,0.82
32,doc33,5,rbo,bbidf,0.679258
32,doc33,5,jaccard,bbidf,0.666667
32,doc33,5,overlap,bbidf,0.8
32,doc33,10,rbo,bbidf,0.714973
32,doc33,10,jaccard,bbidf,0.666667
32,doc33,10,overlap,bbidf,0.8
32,doc33,20,rbo,bbidf,0.742112
32,doc33,20,jaccard,bbidf,0.73913
32,doc33,20,overlap,bbidf,0.85
32,doc33,50,rbo,bbidf,0.75233
32,doc33,50,jaccard,bbidf,0.666667
32,doc33,50,overlap,bbidf,0.8
