rank,term,score,score_raw,in_gold
1,turista,0.406436,135.454292,true
2,gráfico,0.300147,100.03124,false
3,turístico,0.243044,81.0,false
4,chachapoyas,0.241029,80.328531,false
5,turismo,0.210038,70.0,true
6,operador,0.198202,66.055612,false
7,servicio,0.186829,62.265279,false
8,satisfacción,0.185189,61.718677,true
9,ciudad,0.164773,54.914357,false
10,viaje,0.164513,54.828009,false
11,oferta,0.137552,45.842428,true
12,precio,0.134117,44.69777,false
13,calidad,0.121724,40.567264,false
14,distribución,0.117695,39.224541,false
15,destino,0.110359,36.779656,false
16,empresa,0.103361,34.447634,false
17,visitar,0.097095,32.359361,false
18,actividad,0.092703,30.895589,false
19,sol,0.085756,28.580354,false
20,relación,0.083433,27.80603,false
21,información,0.080343,26.776177,false
22,operadora,0.077427,25.804504,false
23,paquete,0.076875,25.620495,false
24,elaboración,0.075587,25.191247,false
25,experiencia,0.075245,25.077276,false
26,interpretación,0.073483,24.490052,false
27,satisfecho,0.070623,23.536934,false
28,capitulo,0.070019,23.335381,false
29,recuperado,0.066079,22.022271,false
30,persona,0.065554,21.847466,false
31,fuente,0.062276,20.755093,false
32,encuesta,0.060888,20.292224,false
33,aventura,0.057479,19.156187,false
34,cliente,0.054559,18.183103,false
35,nivel,0.05401,18.0,false
36,estancia,0.05338,17.790203,false
37,agregado,0.049232,16.407606,false
38,operadores,0.047109,15.700331,false
39,resultado,0.046352,15.447794,false
40,falencia,0.046007,15.332853,false
41,encontrar,0.045888,15.293226,false
42,circuito,0.045303,15.098426,false
43,variable,0.045212,15.067841,false
44,investigación,0.045008,15.0,false
45,ofrecido,0.044706,14.899257,false
46,encuestado,0.044463,14.818381,false
47,desarrollo,0.043262,14.417941,false
48,mes,0.042098,14.030174,false
49,contratado,0.04114,13.710993,false
50,escribir,0.041026,13.673005,false
