rank,term,score,score_raw,in_gold
1,kuelap,0.463307,64.858783,false
2,chachapoyas,0.294263,41.194119,false
3,rural,0.280848,39.316184,true
4,provincia,0.280326,39.243111,false
5,comunitario,0.266576,37.31827,true
6,desarrollo,0.250123,35.015001,true
7,tabla,0.219751,30.763091,false
8,turismo,0.2143,30.0,true
9,sostenible,0.152711,21.3781,true
10,figura,0.14943,20.918902,false
11,spearman,0.127081,17.790203,false
12,isabel,0.097942,13.710993,false
13,elsa,0.082146,11.49964,false
14,paredes,0.082146,11.49964,false
15,relación,0.080922,11.328383,false
16,agroturismo,0.073456,10.283245,false
17,rivero,0.073456,10.283245,false
18,sustainable,0.062639,8.768859,false
19,dato,0.060611,8.484997,false
20,correlación,0.060473,8.465736,false
21,índice,0.059612,8.345198,false
22,resultado,0.058853,8.238824,false
23,variable,0.057957,8.113453,false
24,investigación,0.057147,8.0,false
25,ecológico,0.056501,7.909608,false
26,tesis,0.056262,7.876142,false
27,plagio,0.054764,7.666427,false
28,rios,0.054764,7.666427,false
29,instrumento,0.054358,7.609584,false
30,development,0.052926,7.40919,false
31,province,0.052437,7.340757,false
32,flor,0.049913,6.987408,false
33,titulado,0.049913,6.987408,false
34,tourism,0.049677,6.954388,false
35,dni,0.048971,6.855496,false
36,magister,0.048971,6.855496,false
37,relationship,0.048379,6.772589,false
38,económico,0.046819,6.55424,false
39,ecoturismo,0.045613,6.385396,false
40,related,0.044861,6.280132,false
41,significantly,0.044861,6.280132,false
42,higher,0.041673,5.833845,false
43,autenticidad,0.039068,5.469202,false
44,auto,0.039068,5.469202,false
45,optar,0.038966,5.454931,false
46,vallejo,0.038966,5.454931,false
47,universidad,0.037882,5.303123,false
48,jurado,0.037583,5.261315,false
49,publicar,0.036866,5.160901,false
50,estudio,0.036783,5.149265,false
