rank,term,score,score_raw,in_gold
1,kuelap,0.512612,157.161747,false
2,chachapoyas,0.380563,116.676904,false
3,provincia,0.311415,95.476664,false
4,desarrollo,0.271357,83.195245,true
5,turismo,0.267582,82.038032,true
6,rural,0.260915,79.993962,true
7,comunitario,0.247366,75.839988,true
8,tabla,0.159938,49.035279,false
9,sostenible,0.144341,44.253583,true
10,figura,0.097244,29.814121,false
11,spearman,0.081935,25.120529,false
12,isabel,0.059054,18.105442,false
13,relación,0.058697,17.995876,false
14,índice,0.053516,16.407606,false
15,ecológico,0.05121,15.700331,false
16,relationship,0.050011,15.332853,false
17,instrumento,0.047886,14.681514,false
18,development,0.04757,14.584613,false
19,sustainable,0.04757,14.584613,false
20,investigación,0.047446,14.546483,false
21,variable,0.044783,13.729878,false
22,agroturismo,0.044291,13.579082,false
23,elsa,0.044291,13.579082,false
24,flor,0.044291,13.579082,false
25,iii,0.044291,13.579082,false
26,jurado,0.044291,13.579082,false
27,optar,0.044291,13.579082,false
28,paredes,0.044291,13.579082,false
29,rivero,0.044291,13.579082,false
30,titulado,0.044291,13.579082,false
31,vallejo,0.044291,13.579082,false
32,vii,0.044291,13.579082,false
33,dato,0.041278,12.655372,false
34,resultado,0.039939,12.245026,false
35,correlación,0.037985,11.64568,false
36,ecoturismo,0.037508,11.49964,false
37,province,0.037508,11.49964,false
38,referencia,0.037508,11.49964,false
39,económico,0.036935,11.323819,false
40,tourism,0.036935,11.323819,false
41,tesis,0.036118,11.073451,false
42,social,0.034712,10.642326,false
43,grado,0.030726,9.420198,false
44,abstract,0.029527,9.052721,false
45,agradecimiento,0.029527,9.052721,false
46,autenticidad,0.029527,9.052721,false
47,auto,0.029527,9.052721,false
48,cesar,0.029527,9.052721,false
49,confiabilidad,0.029527,9.052721,false
50,dedicatoria,0.029527,9.052721,false
