rank,term,score,score_raw,in_gold
1,chachapoyas,0.32178,8.935483,false
2,kuelap,0.292048,8.109858,false
3,provincia,0.271608,7.54226,false
4,rural,0.249207,6.920207,true
5,desarrollo,0.242151,6.724285,true
6,turismo,0.241291,6.700397,true
7,tabla,0.208008,5.776154,false
8,comunitario,0.180812,5.020946,true
9,sostenible,0.14876,4.130906,true
10,figura,0.136905,3.801716,false
11,dato,0.121836,3.383247,false
12,investigación,0.119036,3.305503,false
13,tesis,0.116866,3.245243,false
14,universidad,0.107292,2.97939,false
15,resultado,0.103574,2.87613,false
16,spearman,0.099345,2.75872,false
17,variable,0.099054,2.750638,false
18,relación,0.091993,2.554545,false
19,tourism,0.080634,2.239115,false
20,instrumento,0.078868,2.190069,false
21,isabel,0.076543,2.125528,false
22,estudio,0.07086,1.967713,false
23,flor,0.070831,1.966911,false
24,vida,0.070131,1.947456,false
25,rivero,0.06841,1.899684,false
26,relationship,0.067581,1.876652,false
27,índice,0.0641,1.779999,false
28,población,0.060254,1.67318,false
29,sustainable,0.059472,1.651476,false
30,paredes,0.058122,1.613994,false
31,iii,0.057516,1.597155,false
32,vallejo,0.057282,1.590664,false
33,referencia,0.056717,1.574964,false
34,elsa,0.056042,1.556217,false
35,jurado,0.055933,1.553191,false
36,samplir,0.054595,1.516032,false
37,económico,0.053912,1.49707,false
38,development,0.053599,1.488398,false
39,optar,0.050432,1.400437,false
40,grado,0.050328,1.397563,false
41,correlación,0.04991,1.385949,false
42,valor,0.049305,1.369136,false
43,trabajo,0.048711,1.352654,false
44,vii,0.048453,1.345484,false
45,presentar,0.047874,1.329415,false
46,educación,0.04744,1.317367,false
47,level,0.047273,1.312725,false
48,rios,0.047014,1.305535,false
49,presencia,0.046176,1.282267,false
50,información,0.046083,1.279663,false
