rank,term,score,score_raw,in_gold
1,cultural,0.512415,42.010319,true
2,textil,0.373228,30.599077,true
3,identidad,0.303621,24.892297,true
4,artesanía,0.220803,18.10248,false
5,asociación,0.214416,17.578866,false
6,jalca,0.186124,15.259317,false
7,distrito,0.148492,12.174104,false
8,tradicional,0.133497,10.944763,false
9,artesanal,0.104318,8.55253,false
10,diseño,0.103495,8.48501,false
11,investigación,0.101873,8.352067,false
12,técnica,0.094846,7.775904,false
13,estudio,0.09205,7.546722,false
14,relación,0.087833,7.200981,false
15,nivel,0.087576,7.179905,false
16,tabla,0.087356,7.161907,false
17,práctica,0.082293,6.746774,false
18,sentido,0.072416,5.937032,false
19,comunidad,0.072166,5.916546,false
20,variable,0.066562,5.457101,false
21,color,0.06625,5.431488,false
22,material,0.064795,5.312208,false
23,pertenencia,0.063867,5.236118,false
24,dato,0.06299,5.164197,false
25,tradición,0.062928,5.159169,false
26,artesano,0.058946,4.832672,false
27,tesis,0.056984,4.671829,false
28,evidenciar,0.056401,4.623997,false
29,cultura,0.056323,4.617654,false
30,valor,0.055812,4.575734,false
31,natural,0.054066,4.432581,false
32,permitir,0.054036,4.430128,false
33,entrevista,0.052078,4.269591,false
34,dimensión,0.051526,4.224377,false
35,elemento,0.051461,4.21903,false
36,resultado,0.049877,4.089199,false
37,local,0.049751,4.078803,false
38,turismo,0.048716,3.994007,false
39,utilizar,0.047827,3.921131,false
40,reflejar,0.04751,3.895132,false
41,legado,0.045768,3.752269,false
42,correlación,0.044804,3.67325,false
43,artesanir,0.044227,3.625918,true
44,fortalecer,0.043746,3.586497,false
45,forma,0.042081,3.449979,false
46,desarrollo,0.042077,3.449716,false
47,proceso,0.040365,3.309334,false
48,actividad,0.040345,3.30768,false
49,símbolo,0.040062,3.284468,false
50,producción,0.039983,3.277961,false
