rank,term,score,score_raw,in_gold
1,año,0.236267,215.950517,false
2,costo,0.230661,210.826734,false
3,chachapoyas,0.204246,186.683047,false
4,turismo,0.200455,183.218271,true
5,elaboración,0.184529,168.661387,false
6,financiero,0.176141,160.99496,false
7,caja,0.173327,158.422618,false
8,hospedaje,0.173327,158.422618,false
9,tabla,0.169529,154.951482,false
10,fuente,0.168659,154.155896,false
11,proyecto,0.155577,142.199255,false
12,servicio,0.154112,140.860317,false
13,venta,0.148566,135.790816,false
14,turista,0.148412,135.650301,false
15,precio,0.131258,119.971188,false
16,personal,0.125815,114.9964,false
17,flujo,0.123677,113.042382,false
18,cama,0.118853,108.632653,false
19,capital,0.117428,107.329974,false
20,perú,0.114672,104.811118,false
21,depreciación,0.103996,95.053571,false
22,ingreso,0.09574,87.507678,false
23,económico,0.094984,86.815947,false
24,turístico,0.093756,85.693706,false
25,zona,0.091737,83.848894,false
26,imagen,0.085887,78.501654,false
27,habitación,0.083877,76.664267,false
28,activo,0.082505,75.410461,false
29,detalle,0.075489,68.99784,false
30,ofrecer,0.072145,65.941389,false
31,hospedaj,0.071295,65.164627,false
32,producto,0.07058,64.511259,false
33,gasto,0.06871,62.801323,false
34,hotel,0.06871,62.801323,false
35,demanda,0.067757,61.930809,false
36,trabajo,0.067757,61.930809,false
37,capítulo,0.067504,61.699468,false
38,estrella,0.067504,61.699468,false
39,mes,0.067504,61.699468,false
40,oferta,0.067018,61.255375,false
41,análisis,0.066226,60.531584,false
42,ciudad,0.065821,60.161223,false
43,inversión,0.063827,58.338452,false
44,promedio,0.063827,58.338452,false
45,amortización,0.062908,57.4982,false
46,balance,0.062908,57.4982,false
47,escenario,0.062908,57.4982,false
48,construcción,0.062829,57.426622,false
49,valor,0.062538,57.160708,false
50,administrativo,0.060004,54.843972,false
