rank,term,score,score_raw,in_gold
1,turismo,0.387144,18.442941,true
2,turístico,0.356878,17.001119,false
3,provincia,0.216125,10.295841,false
4,desarrollo,0.212116,10.10487,false
5,utcubamba,0.165487,7.883519,false
6,recurso,0.161101,7.674591,false
7,espíritu,0.141468,6.739336,false
8,actividad,0.139649,6.652677,false
9,sostenible,0.137715,6.56054,true
10,zona,0.113839,5.423122,false
11,investigación,0.111431,5.308388,false
12,cultural,0.111145,5.294793,false
13,turista,0.107237,5.108586,false
14,vivencial,0.100626,4.793679,true
15,natural,0.097107,4.626011,false
16,económico,0.093828,4.469826,false
17,tourism,0.093031,4.431857,false
18,santo,0.085934,4.093763,false
19,comunidad,0.083915,3.997598,false
20,población,0.082706,3.939967,false
21,generar,0.081678,3.891016,false
22,universidad,0.076973,3.666883,false
23,rural,0.073621,3.507201,true
24,estudio,0.07131,3.397108,false
25,fuente,0.069091,3.291402,false
26,información,0.068693,3.272441,false
27,producto,0.068568,3.266468,false
28,emprendedor,0.067913,3.235292,false
29,servicio,0.065767,3.133045,false
30,amazonas,0.065606,3.12536,false
31,encontrar,0.065334,3.112407,false
32,resultado,0.062685,2.986196,false
33,distrito,0.060792,2.896015,false
34,análisis,0.060276,2.871436,false
35,ilustración,0.059129,2.816827,false
36,poblador,0.058953,2.808435,false
37,perú,0.056293,2.681709,false
38,universitario,0.056272,2.680703,false
39,tourist,0.05417,2.580593,false
40,sustentable,0.052402,2.49633,false
41,departamento,0.052126,2.483185,false
42,province,0.052074,2.480726,false
43,hurtado,0.051297,2.443724,false
44,realizar,0.051083,2.433533,false
45,revista,0.050894,2.424517,false
46,superior,0.048433,2.307252,false
47,tes,0.048355,2.303546,false
48,potencial,0.047784,2.276336,false
49,obtener,0.047778,2.276046,false
50,teoría,0.046468,2.213663,false
