rank,term,score,score_raw,in_gold
1,colcamar,0.434141,28.44129,false
2,turístico,0.405728,26.579893,false
3,perú,0.232766,15.248905,false
4,turismo,0.210316,13.778173,true
5,amazonas,0.19226,12.595236,true
6,arqueológico,0.178484,11.692764,true
7,distrito,0.173121,11.341442,false
8,sitio,0.151516,9.926051,true
9,atractivo,0.13192,8.642264,false
10,turista,0.125784,8.240285,false
11,local,0.123131,8.066532,false
12,comunidad,0.103677,6.792067,true
13,desarrollo,0.092196,6.039906,false
14,taller,0.08612,5.641871,false
15,presentar,0.083309,5.457723,false
16,nacional,0.082073,5.376732,false
17,población,0.081209,5.320139,false
18,natural,0.08031,5.261219,true
19,potencial,0.07865,5.152515,false
20,anexo,0.074012,4.848636,false
21,poblador,0.072107,4.723852,false
22,estudio,0.070729,4.633604,false
23,autoridad,0.07072,4.632984,false
24,camino,0.069355,4.543552,false
25,universidad,0.066374,4.348252,false
26,típico,0.064143,4.202131,false
27,falta,0.063461,4.157443,false
28,construcción,0.06282,4.115471,false
29,lugar,0.062128,4.070094,false
30,actividad,0.061587,4.034665,false
31,ecoturismo,0.061326,4.017558,false
32,cuadro,0.057518,3.768123,false
33,visitante,0.0567,3.714533,false
34,encuestado,0.055283,3.62171,false
35,comida,0.054604,3.577173,false
36,dato,0.054496,3.57012,false
37,caballo,0.053932,3.533145,false
38,forestal,0.053116,3.479733,false
39,paisaje,0.052696,3.452168,true
40,investigación,0.051992,3.406054,false
41,económico,0.051887,3.399172,false
42,servicio,0.051423,3.368812,false
43,revista,0.050847,3.33109,false
44,sholón,0.050816,3.32903,false
45,lima,0.049918,3.270191,false
46,paseo,0.04826,3.161609,false
47,figura,0.047938,3.140527,false
48,trabajo,0.047472,3.109998,false
49,encuesta,0.047262,3.096188,false
50,piedra,0.046998,3.078934,false
