rank,term,score,score_raw,in_gold
1,turístico,0.408414,20.666071,false
2,desarrollo,0.380523,19.25476,false
3,municipal,0.348762,17.647614,true
4,gestión,0.339057,17.156541,false
5,turismo,0.155753,7.881207,false
6,variable,0.14426,7.299677,false
7,público,0.140548,7.111836,false
8,dimensión,0.139476,7.057604,false
9,correlación,0.13134,6.645909,false
10,planificación,0.130293,6.592937,true
11,chachapoyas,0.116781,5.909211,false
12,relación,0.108775,5.50408,false
13,diseño,0.100802,5.100686,true
14,nivel,0.100686,5.094796,false
15,política,0.097156,4.916177,false
16,municipalidad,0.095202,4.817287,false
17,estudio,0.091427,4.62627,false
18,organizacional,0.088185,4.462206,true
19,resultado,0.078841,3.989435,false
20,local,0.076091,3.85024,false
21,coeficiente,0.069751,3.529431,false
22,investigación,0.067939,3.437791,false
23,organización,0.066429,3.361364,false
24,objetivo,0.066222,3.350867,false
25,bilateral,0.062312,3.153058,false
26,tabla,0.062176,3.146155,false
27,ciudad,0.059132,2.992106,false
28,servicio,0.05898,2.984445,false
29,gobierno,0.058681,2.969286,false
30,revista,0.057846,2.927052,false
31,regular,0.057582,2.913717,false
32,provincia,0.056166,2.84204,false
33,funcionario,0.053052,2.684489,false
34,figura,0.051949,2.628682,false
35,administración,0.051879,2.625127,false
36,tenorio,0.051848,2.623575,false
37,sostenible,0.05088,2.574569,false
38,económico,0.049843,2.522102,false
39,estadístico,0.048463,2.452243,false
40,actividad,0.048318,2.444924,false
41,categoría,0.045144,2.284323,false
42,tourism,0.044071,2.230039,false
43,personal,0.043276,2.189805,false
44,zubiate,0.042725,2.161919,false
45,kendall,0.042242,2.13746,false
46,significativo,0.042213,2.135986,false
47,proceso,0.042003,2.125364,false
48,evidenciar,0.041752,2.112683,false
49,perú,0.040909,2.070036,false
50,prueba,0.040145,2.031354,false
