rank,term,score,score_raw,in_gold
1,municipal,0.438387,101.242979,true
2,turístico,0.337744,78.0,false
3,desarrollo,0.316611,73.11956,false
4,gestión,0.291091,67.225752,false
5,correlación,0.205279,47.408121,false
6,organizacional,0.201296,46.488218,true
7,dimensión,0.153766,35.511392,false
8,planificación,0.140118,32.359361,true
9,variable,0.135508,31.294747,false
10,bilateral,0.114915,26.5389,false
11,kendall,0.108773,25.120529,false
12,público,0.104061,24.032213,false
13,coeficiente,0.10264,23.704061,false
14,política,0.09636,22.253861,false
15,municipalidad,0.096246,22.227571,false
16,diseño,0.095357,22.022229,true
17,turismo,0.095261,22.0,false
18,públicas,0.095176,21.980463,true
19,tenorio,0.095176,21.980463,false
20,funcionario,0.094728,21.876808,false
21,zubiate,0.089054,20.566489,false
22,políticas,0.088413,20.418458,true
23,chachapoyas,0.084727,19.567206,false
24,relación,0.084727,19.567206,false
25,regular,0.080646,18.624619,false
26,estudio,0.075808,17.5075,false
27,sig,0.070717,16.331631,false
28,nivel,0.069281,16.0,false
29,tabla,0.058611,13.53576,false
30,ciudad,0.056615,13.074847,false
31,provincial,0.055298,12.770792,false
32,categoría,0.054798,12.655372,false
33,ética,0.054387,12.560265,false
34,resultado,0.053512,12.358236,false
35,figura,0.053282,12.305237,false
36,prueba,0.053157,12.276403,false
37,pública,0.050426,11.64568,false
38,kendal,0.049794,11.49964,false
39,monfort,0.049794,11.49964,false
40,local,0.049052,11.328383,false
41,management,0.048145,11.118877,false
42,organización,0.0473,10.923733,false
43,moderado,0.045564,10.522631,false
44,gobierno,0.045292,10.459878,false
45,investigación,0.0433,10.0,false
46,burgos,0.04079,9.420198,false
47,objetivo,0.040134,9.268677,false
48,estadístico,0.03963,9.152393,false
49,significativo,0.038976,9.001305,false
50,administración,0.038442,8.877848,false
