rank,term,score,score_raw,in_gold
1,turístico,0.51834,267.364362,false
2,municipal,0.475614,245.325654,true
3,desarrollo,0.336814,173.731248,false
4,gestión,0.261899,135.089885,false
5,planificación,0.178355,91.99712,true
6,dimensión,0.140076,72.252611,false
7,correlación,0.126434,65.215807,false
8,turismo,0.116635,60.161223,false
9,organizacional,0.112972,58.27172,true
10,chachapoyas,0.107446,55.42153,false
11,variable,0.10267,52.958102,false
12,diseño,0.10073,51.95742,true
13,público,0.099341,51.240991,false
14,municipalidad,0.084826,43.753839,false
15,política,0.084825,43.753617,false
16,bilateral,0.07914,40.82086,false
17,coeficiente,0.074222,38.284415,false
18,relación,0.060262,31.083787,false
19,kendall,0.059452,30.665707,false
20,estudio,0.055803,28.783502,false
21,regular,0.05503,28.384954,false
22,nivel,0.054401,28.060349,false
23,funcionario,0.053163,27.421986,false
24,ciudad,0.053016,27.346011,false
25,políticas,0.05202,26.832493,true
26,públicas,0.05202,26.832493,true
27,tenorio,0.05202,26.832493,false
28,gobierno,0.048701,25.120529,false
29,sig,0.048701,25.120529,false
30,organización,0.047439,24.46919,false
31,estadístico,0.046518,23.994238,false
32,prueba,0.046518,23.994238,false
33,categoría,0.04524,23.335381,false
34,provincial,0.044589,22.99928,false
35,zubiate,0.044589,22.99928,false
36,pública,0.043876,22.631803,false
37,administración,0.042614,21.980463,false
38,tabla,0.041829,21.575523,false
39,local,0.040248,20.760335,false
40,provincia,0.040022,20.643603,false
41,revista,0.039585,20.418458,false
42,management,0.037157,19.166067,false
43,personal,0.037157,19.166067,false
44,moderado,0.036526,18.840397,false
45,resultado,0.035609,18.367539,false
46,investigación,0.035252,18.183103,false
47,ética,0.035101,18.105442,false
48,figura,0.034,17.537718,false
49,significancia,0.033227,17.138741,false
50,servicio,0.031662,16.331631,false
