rank,term,score,score_raw,in_gold
1,costo,0.280371,260.658507,true
2,valoración,0.272836,253.653369,true
3,cak,0.204484,190.107142,false
4,visita,0.202957,188.687473,false
5,consumidor,0.194747,181.054421,true
6,valor,0.193234,179.647941,false
7,complejo,0.191723,178.242908,true
8,económico,0.182703,169.857288,true
9,excedente,0.175272,162.948979,true
10,viaje,0.172564,160.430744,true
11,kuélap,0.168877,157.003308,false
12,estimar,0.155798,144.843537,false
13,demanda,0.147107,136.76387,false
14,arqueológico,0.13423,124.792868,true
15,perú,0.127769,118.785933,false
16,esperado,0.126585,117.685374,false
17,método,0.112951,105.009214,false
18,natural,0.111988,104.114148,false
19,citado,0.107111,99.579932,false
20,economia,0.107111,99.579932,false
21,sociologia,0.107111,99.579932,false
22,variable,0.105487,98.070558,false
23,edad,0.092174,85.693706,false
24,revista,0.087851,81.673833,false
25,ambiental,0.086855,80.748326,false
26,bienestar,0.082462,76.664267,false
27,área,0.082359,76.56883,false
28,visitante,0.078959,73.407569,false
29,mcv,0.078339,72.831054,false
30,pagar,0.078339,72.831054,false
31,turístico,0.077426,71.982713,false
32,modelo,0.0753,70.006143,false
33,estadísticamente,0.070093,65.164627,false
34,parque,0.070093,65.164627,false
35,rural,0.06939,64.511259,false
36,sitio,0.069025,64.172297,false
37,amazonas,0.068454,63.640861,false
38,número,0.067652,62.895824,false
39,estimación,0.06597,61.331414,false
40,poisson,0.06597,61.331414,false
41,servicio,0.065875,61.243616,false
42,sol,0.062679,58.27172,false
43,recreativo,0.061847,57.4982,false
44,función,0.060796,56.521191,false
45,beneficio,0.058828,54.692021,false
46,patrimonio,0.058288,54.189458,false
47,cambio,0.057418,53.381125,false
48,promedio,0.056475,52.504607,false
49,individual,0.0536,49.831773,true
50,leiva,0.0536,49.831773,false
