rank,term,score,score_raw,in_gold
1,económico,0.262182,18.742077,true
2,valor,0.254206,18.17191,false
3,valoración,0.21626,15.459375,true
4,visita,0.202167,14.451928,false
5,costo,0.196575,14.052187,true
6,natural,0.169213,12.096185,false
7,perú,0.168384,12.036957,false
8,demanda,0.161371,11.535586,false
9,kuélap,0.161032,11.511349,false
10,viaje,0.160456,11.470172,true
11,complejo,0.16007,11.442591,true
12,variable,0.15454,11.047267,false
13,arqueológico,0.14993,10.717749,true
14,cak,0.130712,9.343973,false
15,consumidor,0.116987,8.362836,true
16,método,0.115966,8.289793,false
17,amazonas,0.110142,7.873525,false
18,nacional,0.1097,7.841874,false
19,ambiental,0.107126,7.657873,false
20,excedente,0.103077,7.368489,true
21,servicio,0.099026,7.078868,false
22,visitante,0.098481,7.039902,false
23,estimar,0.09715,6.94479,false
24,resultado,0.09251,6.613101,false
25,revista,0.091741,6.558105,false
26,área,0.088124,6.299521,false
27,estudio,0.085871,6.138493,false
28,año,0.085434,6.107281,false
29,citado,0.084256,6.023006,false
30,modelo,0.078163,5.587453,false
31,sitio,0.075457,5.394057,false
32,investigación,0.074516,5.326805,false
33,esperado,0.073476,5.252413,false
34,número,0.071004,5.075738,false
35,patrimonio,0.06937,4.958926,false
36,edad,0.068935,4.927842,false
37,turístico,0.067973,4.859034,false
38,presentar,0.067593,4.831853,false
39,rural,0.067461,4.822474,false
40,determinar,0.066352,4.74316,false
41,beneficio,0.064667,4.622698,false
42,mcv,0.06453,4.612918,false
43,utilizar,0.063977,4.573372,false
44,función,0.062796,4.488966,false
45,economia,0.062298,4.453394,false
46,significativo,0.062061,4.436462,false
47,bienestar,0.059613,4.261436,false
48,universidad,0.059329,4.241103,false
49,promedio,0.059068,4.222473,false
50,obtener,0.058894,4.210001,false
