rank,term,score,score_raw,in_gold
1,cak,0.298606,160.99496,false
2,costo,0.257475,138.818863,true
3,excedente,0.255948,137.99568,true
4,valoración,0.249566,134.554964,true
5,económico,0.182347,98.313599,true
6,valor,0.173113,93.334967,false
7,kuélap,0.162641,87.68859,false
8,sociologia,0.156413,84.330694,false
9,visita,0.152826,82.396765,false
10,consumidor,0.151456,81.658155,true
11,viaje,0.151164,81.501095,true
12,economia,0.139868,75.410461,false
13,complejo,0.138432,74.63654,true
14,mcv,0.135084,72.831054,false
15,demanda,0.132541,71.460255,false
16,arqueológico,0.123678,66.68172,true
17,estimar,0.121165,65.326524,false
18,poisson,0.113755,61.331414,false
19,variable,0.107489,57.953235,false
20,esperado,0.107238,57.818161,false
21,natural,0.10333,55.711039,false
22,citado,0.099845,53.832218,false
23,perú,0.097416,52.522501,false
24,leiva,0.092426,49.831773,false
25,pagar,0.090936,49.028557,false
26,ocu,0.078206,42.165347,false
27,vanp,0.078206,42.165347,false
28,ambiental,0.077626,41.852712,false
29,estimación,0.072615,39.150704,false
30,recreativo,0.071791,38.706756,false
31,ing,0.071097,38.332133,false
32,mcvi,0.071097,38.332133,false
33,método,0.070819,38.182486,false
34,signo,0.070332,37.919994,false
35,edad,0.068711,37.045952,false
36,bienestar,0.06745,36.366206,false
37,amazonas,0.066854,36.044854,false
38,visitante,0.064493,34.771941,false
39,parque,0.064369,34.704716,false
40,sol,0.064369,34.704716,false
41,edu,0.063576,34.277482,false
42,estadísticamente,0.061845,33.34399,false
43,servicio,0.060782,32.7712,false
44,área,0.060194,32.453811,false
45,modelo,0.060019,32.359361,false
46,rural,0.058808,31.7066,false
47,revista,0.058433,31.504568,false
48,azqueta,0.056877,30.665707,false
49,explicativa,0.056877,30.665707,false
50,nacional,0.055394,29.865736,false
