rank,term,score,score_raw,in_gold
1,purum,0.488113,268.324934,true
2,grafía,0.249418,137.109929,false
3,quechua,0.236947,130.254433,false
4,simbolización,0.16038,88.163907,false
5,puya,0.125515,68.99784,false
6,arqueología,0.110161,60.557535,false
7,laguna,0.107695,59.202162,false
8,identidad,0.106475,58.531097,true
9,aymara,0.106003,58.27172,false
10,hombre,0.098561,54.18071,false
11,chacha,0.094516,51.95742,false
12,chachapuya,0.093532,51.416224,true
13,ancestral,0.092926,51.083166,false
14,purun,0.087296,47.988475,false
15,andino,0.084494,46.448107,false
16,leyenda,0.084494,46.448107,false
17,ayala,0.083677,45.99856,false
18,atributo,0.080122,44.044542,false
19,oral,0.079593,43.753617,true
20,poma,0.074825,41.132979,false
21,ruíz,0.074825,41.132979,false
22,incas,0.074618,41.019016,false
23,simbólico,0.074618,41.019016,false
24,origen,0.070187,38.58298,false
25,sociedad,0.070086,38.52779,false
26,barcellos,0.06973,38.332133,false
27,historiógrafo,0.06973,38.332133,false
28,inca,0.066768,36.703785,false
29,lima,0.065784,36.162524,false
30,caso,0.065576,36.04832,false
31,chachapoyas,0.06557,36.044854,false
32,jalca,0.064725,35.580407,false
33,sitio,0.064599,35.511392,false
34,relato,0.063675,35.003071,false
35,incario,0.062757,34.49892,true
36,referido,0.061951,34.055444,false
37,estructura,0.059304,32.600438,false
38,elemento,0.058652,32.242212,false
39,narración,0.058368,32.086149,false
40,referir,0.058365,32.084154,false
41,estructural,0.057866,31.809947,false
42,maíz,0.057866,31.809947,false
43,traducción,0.057121,31.400662,false
44,agua,0.056545,31.083787,false
45,taylor,0.056119,30.849734,false
46,diluvial,0.055784,30.665707,false
47,etnolingüístico,0.055784,30.665707,false
48,gerald,0.055784,30.665707,false
49,contexto,0.05482,30.135682,false
50,arqueológico,0.054705,30.072148,false
