rank,term,score,score_raw,in_gold
1,purum,0.260024,18.916137,true
2,chachapoyas,0.162637,11.831502,false
3,quechua,0.162289,11.806188,false
4,grafía,0.152181,11.070823,false
5,identidad,0.146086,10.627419,true
6,hombre,0.137658,10.014304,false
7,caso,0.135014,9.821986,false
8,sitio,0.121422,8.833203,false
9,lima,0.115462,8.399614,false
10,laguna,0.114274,8.313151,false
11,amazonas,0.114213,8.308749,false
12,elemento,0.109036,7.932153,false
13,arqueología,0.106912,7.777595,false
14,relacionado,0.10536,7.664688,false
15,contexto,0.104206,7.58074,false
16,estructura,0.100045,7.278085,false
17,sociedad,0.099772,7.25816,false
18,grupo,0.09391,6.831748,false
19,arqueológico,0.093886,6.829996,false
20,ancestral,0.090511,6.584449,false
21,origen,0.08876,6.457103,false
22,simbolización,0.088471,6.436045,false
23,permitir,0.088286,6.42262,false
24,estudio,0.085638,6.229953,false
25,construcción,0.084337,6.1353,false
26,describir,0.084116,6.119278,false
27,leyenda,0.082534,6.004188,false
28,pueblo,0.082229,5.982008,false
29,agua,0.080223,5.836039,false
30,perú,0.079727,5.799927,false
31,poseer,0.077576,5.643484,false
32,andino,0.076435,5.560483,false
33,región,0.076403,5.558129,false
34,relación,0.075456,5.489283,false
35,identificar,0.075099,5.46328,false
36,haber,0.074966,5.453591,false
37,chachapoya,0.072148,5.248593,false
38,incas,0.071573,5.206743,false
39,local,0.070747,5.146655,false
40,referir,0.070074,5.097695,false
41,año,0.069592,5.062655,false
42,puya,0.069494,5.055545,false
43,kuelap,0.068803,5.005236,false
44,aymara,0.068327,4.970635,false
45,chacha,0.068176,4.959683,false
46,atributo,0.067724,4.926793,false
47,comunidad,0.06762,4.919194,false
48,inca,0.067169,4.886375,false
49,oral,0.066971,4.871964,true
50,referido,0.066219,4.817314,false
