rank,term,score,score_raw,in_gold
1,turismo,0.335415,23.01602,true
2,hogar,0.304247,20.877236,false
3,turístico,0.23817,16.343124,false
4,variable,0.233755,16.04016,false
5,porcentaje,0.219305,15.048597,false
6,figura,0.180152,12.361957,false
7,nivel,0.164922,11.316855,false
8,resultado,0.162285,11.13593,false
9,turista,0.151656,10.406574,false
10,chachapoyas,0.138947,9.534456,false
11,provincia,0.135973,9.330405,false
12,visita,0.133828,9.183181,false
13,relación,0.132883,9.118391,true
14,kuelap,0.130972,8.987253,false
15,efecto,0.129004,8.85218,false
16,mostrar,0.128002,8.783416,false
17,acceso,0.126959,8.711884,true
18,positivo,0.104264,7.154518,false
19,jefe,0.100293,6.882018,false
20,número,0.09691,6.649898,false
21,ingreso,0.094655,6.495177,true
22,observar,0.092332,6.335752,false
23,económico,0.089866,6.166522,false
24,nacional,0.089324,6.12937,false
25,pobreza,0.089186,6.119897,true
26,flujo,0.088597,6.079447,false
27,actividad,0.088387,6.065072,false
28,servicio,0.087366,5.994976,true
29,tabla,0.086456,5.93255,false
30,población,0.085872,5.892471,false
31,principal,0.082442,5.657095,false
32,socioeconómico,0.079439,5.451054,false
33,sector,0.079126,5.429591,false
34,estudio,0.075487,5.179854,false
35,condición,0.074044,5.080858,false
36,nota,0.072007,4.941057,false
37,correlación,0.071533,4.908543,false
38,promedio,0.071403,4.899652,false
39,análisis,0.070858,4.862229,false
40,investigación,0.068611,4.708025,false
41,obtenido,0.068434,4.695922,false
42,amazonas,0.068415,4.694617,false
43,región,0.060948,4.182206,false
44,desarrollo,0.06035,4.141187,false
45,economía,0.059987,4.116297,false
46,tourism,0.058729,4.029943,false
47,evolución,0.057515,3.946658,false
48,año,0.05731,3.932562,false
49,completo,0.057276,3.930257,false
50,crecimiento,0.056787,3.896716,false
